,0,1,2,3
0,-0.047864844400870486,0.09757801782821851,0.008167620696531768,0.21084389533531644
1,-0.04794125636600235,0.09758262664213639,0.008145140501098205,0.21093817868196382
2,-0.04774010123522197,0.09763925844463651,0.00807370549885397,0.21075182675092777
3,-0.04777065701833198,0.09768584579603756,0.008030222624277066,0.2107792780572135
4,-0.04775688427096791,0.09773978229818092,0.008013336521985808,0.21072845490999742
5,-0.04775444452894194,0.09779132960069775,0.008019711864794159,0.21066809252264623
6,0.25941432600478814,0.2311021557854813,-0.05424639156318622,0.028167800346843574
7,-0.05772114595244933,0.08470692567301993,-0.008982662591223926,0.19648235979075734
8,-0.04768218999561911,0.09872406797999732,0.007676553192810132,0.20952458772159704
9,0.2602704137445606,0.23253706720167477,-0.05502723650647819,0.024704542057892666
10,-0.1020912357940594,0.21197986104405284,-0.01465760429926102,0.11145086477380518
11,-0.05172357957374945,0.06722593522404108,0.019458218487309345,0.12196508258398432
12,-0.049555405868221436,0.09450558131489245,0.03427990024241916,0.1342762828085651
13,-0.055007904127853786,-0.028543188251608217,-0.00208710435118151,-0.048113330450649826
14,-0.05479565972902426,-0.017831612638860548,-0.0006135832350133394,-0.054830815849769364
15,-0.05579520748898403,-0.047981504660144246,-0.003320106368070363,-0.048280502637718346
16,-0.055288852645885365,-0.05056681671963601,-0.002360920164012977,-0.03962358314961661
17,-0.053412419587817915,-0.015262484438902539,0.004361379737175026,0.021245802164491536
18,0.3012875703492079,0.281141084871737,0.007273824415073273,-0.05814158546517294
19,0.2848604908891866,0.2688844459762313,-0.0017525030346349823,-0.09632040984566292
20,-0.09191395673089076,0.25321902448283096,0.0085233245933572,-0.0457695395170996
21,0.24846998892831643,0.24315356295591595,-0.019557896739460397,-0.1686996321121425
22,-0.09044938380447076,0.23947524284972638,0.0045003967122373804,-0.0793546624053164
23,-0.04947981463745543,0.06025139894814636,-0.010011737825588032,-0.06331018764270462
24,-0.04979835196090673,0.027466091784609355,-0.023202042299312747,-0.08020547901838852
25,-0.050559567113483285,0.012838551692667505,-0.023990378074239063,-0.06985358573888792
26,-0.05561022916659934,0.022623491690684783,-0.022849042795765034,-0.03266596362004605
27,-0.05146817469219598,0.12531975531529127,-0.015481325774298223,0.08196726143409011
28,0.30898854059714753,0.296137437455235,0.014273765052332936,0.030039464210180333
29,-0.13567594699961896,0.27482710837500524,0.028919183991222522,0.0886543598810319
30,0.3010899946498058,0.29006745056324873,0.03384007215131299,0.041968642299635914
31,0.2993141450468886,0.2851911587282829,0.03404289485828165,0.07334870162643908
32,0.3334855390148088,0.30787723006646267,0.047255320108458274,0.13281770636158163
33,0.3286779859745804,0.3051497755411601,0.05590333540550032,0.11964955491966346
34,0.30693297880542697,0.2899627779196848,0.05303248467253481,0.05497451539079062
35,0.3055980786599326,0.2853491964893863,0.04105673640086155,0.09452189468632052
36,-0.1499621772436793,0.248308179307725,0.024234989220945392,0.12146492764648434
37,0.33283567586493107,0.29888886652453456,0.04639004173498754,0.14043760446471984
38,0.3317300683576419,0.2985982012791157,0.04384321843982549,0.1359330077045796
39,-0.15067520535757284,0.2524423759938154,0.015241247142942258,0.09896390045810985
40,-0.05515631370486747,-0.03093457741994368,-0.0028590733343784504,-0.05589996449842691
41,-0.0547457237398995,-0.018055568956905237,-0.0012118098296191296,-0.058954220054737196
42,-0.055597498772016606,-0.04620504707163839,-0.0033460823333785004,-0.05025510180084051
43,-0.055601689766516305,-0.046547996713263935,-0.0032892460088092493,-0.05002104045891341
44,-0.05559095731975554,-0.04612980057176944,-0.003132030573267805,-0.04707952029635902
45,-0.055686692582131214,-0.04838472803535517,-0.0033675465433578616,-0.04799544080046386
46,-0.05582367440337454,-0.05402446545054547,-0.003969073172028781,-0.041642759921554195
47,-0.055768620063318945,-0.05140998362345284,-0.006369622592870762,-0.04191174666786074
48,-0.05576518418578631,-0.05063335110457069,-0.007847938949304873,-0.04092891577421495
49,-0.055776145571535235,-0.05195716838730147,-0.007193344592020086,-0.04019879233827803
50,-0.054715418368753474,-0.05317219885441734,0.0075758135251830375,-0.054444493004498384
51,-0.0544579243850157,-0.058580916202174406,0.002447355393951561,-0.038585971657511334
52,-0.05519651601339648,-0.06342462054073209,-0.004033793985716116,-0.018544297400172924
53,-0.05377723648646811,0.0012029831231501983,0.005946114415244237,-0.03698383344148952
54,-0.05481498714570297,-0.019493131578757192,-0.0013050884330105459,-0.050955697627094704
55,-0.05458911820852727,-0.04158466672680482,-0.0010438721557508226,-0.05363725296661891
56,-0.05311339737007626,-0.00646224616799219,0.0020251360603528753,-0.07076906152918426
57,-0.05132540005181708,0.02650386401690347,0.004153004108496304,-0.0037594680086572726
58,-0.05244742815761724,0.009318382426429846,-0.006215964190551667,-0.05479656963006134
59,-0.050684427233092584,0.04287691551507365,-0.008070758070412866,-0.058026545132584394
60,-0.04892708322551795,0.03462500338048021,-0.004318233619920394,-0.0436561233460107
61,-0.048618168389012,0.04021838434130482,-0.006088053769169889,-0.060659755832688164
62,-0.048994593758717835,0.036545938349103545,-0.003248229885259431,-0.05305900230699482
63,-0.050794027966538355,0.04249200168956862,-0.008637575235876573,-0.06029601559349211
64,0.3076075822776455,0.2372843521333933,0.01184730866988322,-0.14077330636940008
65,0.30885920557935814,0.23537828605247402,0.01255834569749791,-0.12381789118981702
66,0.32754649867816044,0.2742965182753065,0.0063906199216363134,-0.034566100201117424
67,-0.04341714077092179,0.07640988835654437,-0.008826350860046947,0.3984418172013074
68,0.1984973020580119,0.15597999299169263,-0.043959399798061086,0.0813810171555939
69,0.1984973020580119,0.15597999299169263,-0.043959399798061086,0.0813810171555939
70,0.1984973020580119,0.15597999299169263,-0.043959399798061086,0.0813810171555939
71,0.1984973020580119,0.15597999299169263,-0.043959399798061086,0.0813810171555939
72,0.1984973020580119,0.15597999299169263,-0.043959399798061086,0.0813810171555939
73,-0.05283188475058211,0.010350543053641515,-0.003011752251310459,-0.06364378172562417
74,0.31640653885274644,0.24709502446672288,-0.017250210896641343,-0.12091621373550025
75,-0.11047894133305225,0.21206131227862662,-0.016512570109498085,-0.09847314497363557
76,-0.05282698245968515,0.06087791454239572,0.011271973099664115,-0.09439531573855149
77,-0.051697324626688336,0.06648943212247797,0.03304692269309774,-0.10316603109125273
78,-0.0517483615894268,0.045150850795438825,0.02831654545607677,-0.09675790683689914
79,-0.059977497971082434,0.09117833301174255,-0.010652369620018321,0.1479625843699074
80,0.3229739799320736,0.28606737675236293,0.04380810507779082,0.12244011728378969
81,-0.1319897821923237,0.2549728281085329,0.007551050563135924,0.09464729737253472
82,-0.057966383312443824,0.08452303157710273,-0.009097122028836523,0.1970259506842816
83,-0.04775444452894194,0.09779132960069775,0.008019711864794159,0.21066809252264623
84,-0.047707538807964904,0.09788042288366114,0.008034394074199869,0.21051741130930002
85,-0.04770464843173597,0.09852549031208997,0.007804414248307311,0.20986148230518215
86,-0.05283188475058211,0.010350543053641515,-0.003011752251310459,-0.06364378172562417
87,-0.051921176848558785,0.041793606945568405,-0.004099025561840642,-0.0627185265339926
88,-0.051921176848558785,0.041793606945568405,-0.004099025561840642,-0.0627185265339926
89,-0.051921176848558785,0.041793606945568405,-0.004099025561840642,-0.0627185265339926
90,-0.05191510576456693,0.0415582010838726,-0.004204796958265838,-0.0623834203598636
