,country,year,d_civil_conflict,preds,preds_proba
342,Croatia,2023,0,0,0.000760087745676764
343,Bosnia-Herzegovina,2017,0,0,0.000760087745676764
344,Bosnia-Herzegovina,2018,0,0,0.000760087745676764
345,Bosnia-Herzegovina,2019,0,0,0.000760087745676764
346,Bosnia-Herzegovina,2020,0,0,0.000760087745676764
347,Bosnia-Herzegovina,2021,0,0,0.000760087745676764
348,Bosnia-Herzegovina,2022,0,0,0.000760087745676764
349,Bosnia-Herzegovina,2023,0,0,0.000760087745676764
350,Slovenia,2017,0,0,0.000760087745676764
351,Slovenia,2018,0,0,0.000760087745676764
352,Slovenia,2019,0,0,0.000760087745676764
353,Slovenia,2020,0,0,0.000760087745676764
354,Slovenia,2021,0,0,0.000760087745676764
355,Slovenia,2022,0,0,0.000760087745676764
356,Slovenia,2023,0,0,0.000760087745676764
357,Greece,2017,0,0,0.024272413328593406
358,Greece,2018,0,0,0.019702167939763947
359,Greece,2019,0,0,0.02021677133047353
360,Greece,2020,0,0,0.06124199456695694
361,Greece,2021,0,0,0.05237421329873319
362,Greece,2022,0,0,0.03902659549054796
363,Greece,2023,0,0,0.03491523855839459
364,Cyprus,2017,0,0,6.828362285589424e-06
365,Cyprus,2018,0,0,6.828362285589424e-06
366,Cyprus,2019,0,0,6.828362285589424e-06
367,Cyprus,2020,0,0,6.828362285589424e-06
368,Cyprus,2021,0,0,6.828362285589424e-06
369,Cyprus,2022,0,0,6.828362285589424e-06
370,Cyprus,2023,0,0,6.828362285589424e-06
371,Bulgaria,2017,0,0,0.020018179944153575
372,Bulgaria,2018,0,0,0.020018179944153575
373,Bulgaria,2019,0,0,0.020018179944153575
374,Bulgaria,2020,0,0,0.020018179944153575
375,Bulgaria,2021,0,0,0.020018179944153575
376,Bulgaria,2022,0,0,0.020018179944153575
377,Bulgaria,2023,0,0,0.020018179944153575
378,Moldova,2017,0,0,0.0146521325299915
379,Moldova,2018,0,0,0.011905406049931169
380,Moldova,2019,0,0,0.009349304829744389
381,Moldova,2020,0,0,0.016197836814363185
382,Moldova,2021,0,0,0.016197836814363185
383,Moldova,2022,0,0,0.016197836814363185
384,Moldova,2023,0,0,0.016197836814363185
385,Romania,2017,0,0,0.020018179944153575
386,Romania,2018,0,0,0.020018179944153575
387,Romania,2019,0,0,0.020018179944153575
388,Romania,2020,0,0,0.020018179944153575
389,Romania,2021,0,0,0.020018179944153575
390,Romania,2022,0,0,0.020018179944153575
391,Romania,2023,0,0,0.020018179944153575
392,Russia (Soviet Union),2017,1,1,0.8879981159769038
393,Russia (Soviet Union),2018,1,1,0.8879981159769038
394,Russia (Soviet Union),2019,1,1,0.8879981159769038
395,Russia (Soviet Union),2020,1,1,0.8879981159769038
396,Russia (Soviet Union),2021,0,1,0.8879981159769038
397,Russia (Soviet Union),2022,0,0,0.039609258005481186
398,Russia (Soviet Union),2023,1,0,0.3130674149338886
399,Estonia,2017,0,0,0.009349304829744389
400,Estonia,2018,0,0,0.016197836814363185
401,Estonia,2019,0,0,0.016197836814363185
402,Estonia,2020,0,0,0.016197836814363185
403,Estonia,2021,0,0,0.016197836814363185
404,Estonia,2022,0,0,0.000760087745676764
405,Estonia,2023,0,0,0.002212886713826349
406,Latvia,2017,0,0,0.009349304829744389
407,Latvia,2018,0,0,0.016197836814363185
408,Latvia,2019,0,0,0.016197836814363185
409,Latvia,2020,0,0,0.016197836814363185
410,Latvia,2021,0,0,0.016197836814363185
411,Latvia,2022,0,0,0.000760087745676764
412,Latvia,2023,0,0,0.002212886713826349
413,Lithuania,2017,0,0,0.009349304829744389
414,Lithuania,2018,0,0,0.016197836814363185
415,Lithuania,2019,0,0,0.016197836814363185
416,Lithuania,2020,0,0,0.016197836814363185
417,Lithuania,2021,0,0,0.016197836814363185
418,Lithuania,2022,0,0,0.000760087745676764
419,Lithuania,2023,0,0,0.002212886713826349
420,Ukraine,2017,1,1,0.8637206954870909
421,Ukraine,2018,1,1,0.857467494410881
422,Ukraine,2019,1,1,0.7972031003157457
423,Ukraine,2020,1,1,0.8335975498269439
424,Ukraine,2021,1,1,0.9167265685839451
425,Ukraine,2022,1,1,0.6943378125225196
426,Ukraine,2023,0,1,0.7575609972779158
427,Belarus,2017,0,0,0.011905406049931169
428,Belarus,2018,0,0,0.009349304829744389
429,Belarus,2019,0,0,0.016197836814363185
430,Belarus,2020,0,0,0.016197836814363185
431,Belarus,2021,0,0,0.016197836814363185
432,Belarus,2022,0,0,0.016197836814363185
433,Belarus,2023,0,0,0.016197836814363185
