,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.11015183831803854,-1.1723207402668261e-05,-0.008712138511284242,0.0035535793035754784,-0.1460428844568655,0.0,-0.022443272339400362,-3.392553505149286e-06,-0.014023605345608616,-1.885974839962036e-05,-0.015417442205938518,-0.004344298898435211,-0.005674292099204015,-4.0723875095691294e-05,0.020687944355580704,-7.721065969984362e-05,-0.01485919585267634,-0.030934959587119053,-0.0003711096166036449,-0.04609092219817735,-0.021557562883050118,-0.0182037463730859,-0.00010388294238669314,0.022565531621976487,1.0387497549428397e-05
1,0.11702381445433521,-1.1723207402668261e-05,-0.010706113337137321,-6.271589465796761e-05,-0.14329694050588623,0.0,-0.02504387315710265,-3.392553505149286e-06,-0.014222076693692524,-1.885974839962036e-05,-0.015148717132919681,-0.004746060617936214,-0.0048714741216370734,-4.0723875095691294e-05,0.02077747513969303,-7.77515437999107e-05,-0.0163925117585832,-0.03116214861891127,-0.00041225763811820283,-0.04608981281170811,-0.020192907849662524,-0.01986476524908257,-0.00010388202816495131,0.02269508899460817,1.0387497549428397e-05
2,0.11612777254931021,-1.1723207402668261e-05,-0.010706113337137321,-6.271589465796761e-05,-0.14417897412468336,0.0,-0.02373480350604482,-3.392553505149286e-06,-0.014243426818071609,-1.885974839962036e-05,-0.017194369198866372,-0.004744472073382535,-0.004831491264153258,-4.0723875095691294e-05,0.02065285384418417,-7.77515437999107e-05,-0.014751343217208465,-0.031186590596886235,-0.00041225763811820283,-0.04608981281170811,-0.020192907849662524,-0.018580414003842152,-0.00010388202816495131,0.022413069142529354,1.0387497549428397e-05
3,0.11542072688993038,-1.1723207402668261e-05,-0.009037688234796792,-6.271589465796761e-05,-0.14694450376805357,0.0,-0.022986662984776984,-3.392553505149286e-06,-0.01433628881047769,-1.885974839962036e-05,-0.015488732723685613,-0.004744472073382535,-0.007742849295301469,-4.0723875095691294e-05,0.020747915370084045,-7.721065969984362e-05,-0.012545800599255497,-0.031045690826792743,-0.00039643012030553775,-0.04608981281170811,-0.020191235158310113,-0.018541276898641268,-0.0001033134597315243,0.02226841168919871,1.0387497549428397e-05
4,0.11314772224974612,-1.1723207402668261e-05,-0.008733463082659562,-6.271589465796761e-05,-0.14752449253541713,0.0,-0.02325077047829324,-3.392553505149286e-06,-0.014202468097563216,-1.885974839962036e-05,-0.015651540878466312,-0.004749113307879917,-0.006348769995186787,-4.0723875095691294e-05,0.021335625105685888,-7.721065969984362e-05,-0.012661746997366422,-0.03064892786575336,-0.0002997127651881724,-0.04603517485171238,-0.020076925261144088,-0.018468295213553667,-6.295742433313585e-05,0.022473307583079097,1.0387497549428397e-05
5,0.11391746896744125,-1.1723207402668261e-05,-0.010327917777529122,-6.271589465796761e-05,-0.14513938667357773,0.0,-0.02367542418384723,-3.392553505149286e-06,-0.014157282131304398,-1.885974839962036e-05,-0.017496134270804545,-0.004748146990152057,-0.005189963959900978,-4.0723875095691294e-05,0.021508513999072852,-7.721065969984362e-05,-0.01268525661194907,-0.030867725303028077,-0.0002720018095134237,-0.046349405890103314,-0.020076925261144088,-0.018630727223379422,-6.979250744774654e-05,0.02250240381116084,1.0387497549428397e-05
6,0.11396905219462093,-1.1723207402668261e-05,-0.010341718839077085,-6.271589465796761e-05,-0.14495424124723422,0.0,-0.023385678518366794,-3.392553505149286e-06,-0.013731374512488863,-1.885974839962036e-05,-0.017496134270804545,-0.004553718878256475,-0.0026199776442988806,-4.0723875095691294e-05,0.021966300572212424,-7.721065969984362e-05,-0.01263367338476939,-0.029265700790503092,-0.00014875647369603118,-0.05452434888075868,-0.018611828439266637,-0.018640039234895454,-6.979250744774654e-05,0.023283927039024342,1.0387497549428397e-05
7,0.11427012758942011,-1.1723207402668261e-05,-0.009221202627142214,-6.271589465796761e-05,-0.1470920252432305,0.0,-0.023038311478810396,-3.392553505149286e-06,-0.013470089541275548,-1.885974839962036e-05,-0.015510368707344357,-0.0047234328373765054,-0.00391767423476509,-4.0723875095691294e-05,0.02196428639417605,-7.721065969984362e-05,-0.013105083019732703,-0.029130018091690385,-0.00016638801119642446,-0.05452434888075868,-0.018611828439266637,-0.018640039234895454,-6.979250744774654e-05,0.02322848505533025,1.0387497549428397e-05
8,0.11442831010367197,-1.1723207402668261e-05,-0.009221202627142214,-6.271589465796761e-05,-0.147198666282832,0.0,-0.022893609758552858,-3.392553505149286e-06,-0.013647326047953668,-1.885974839962036e-05,-0.01556553585580562,-0.004553718878256475,-0.004148309894899628,-4.0723875095691294e-05,0.022075229420768203,-7.721065969984362e-05,-0.013105083019732703,-0.02913377771483776,-0.00016638801119642446,-0.05452434888075868,-0.018611828439266637,-0.018640039234895454,-6.979250744774654e-05,0.02321838381313145,1.0387497549428397e-05
9,0.11505029431395743,-1.1723207402668261e-05,-0.010494987098015647,-6.271589465796761e-05,-0.13614109754551187,0.0,-0.024570988576026572,-3.392553505149286e-06,-0.013651629371799666,-1.885974839962036e-05,-0.015827805382729175,-0.0037189333803129433,0.0023871205046340606,-4.0723875095691294e-05,0.021923369301611255,-7.77515437999107e-05,-0.008678061005026296,-0.029189531339789673,0.007605613776630552,-0.054516881699172764,-0.01611133725999866,-0.018628664742303142,-7.036107588117355e-05,0.02621005098116152,1.0387497549428397e-05
