,country,year,d_riot,preds_proba
225,DR Congo (Zaire),2019,1,0.8646793912389931
226,DR Congo (Zaire),2020,1,0.906404723780379
227,DR Congo (Zaire),2021,1,0.9000628620404141
228,DR Congo (Zaire),2022,1,0.8576794231953571
229,DR Congo (Zaire),2023,1,0.813708580467172
230,Denmark,2020,1,0.5171726394828531
231,Denmark,2021,0,0.5074659318749909
232,Denmark,2022,0,0.4674885016772091
233,Denmark,2023,0,0.48492482543995635
234,Djibouti,2017,0,0.029930679710882074
235,Djibouti,2018,0,0.02719945502972099
236,Djibouti,2019,0,0.030988735993591955
237,Djibouti,2020,0,0.027933145284659896
238,Djibouti,2021,0,0.030119890744048403
239,Djibouti,2022,0,0.050414044820960034
240,Djibouti,2023,0,0.027084210179590965
241,Dominican Republic,2018,1,0.45319273047417613
242,Dominican Republic,2019,0,0.5452485006092719
243,Dominican Republic,2020,0,0.514144970304124
244,Dominican Republic,2021,0,0.5261202066296017
245,Dominican Republic,2022,1,0.5325912416893015
246,Dominican Republic,2023,0,0.49539702242567435
247,East Timor,2020,0,0.12060050259213108
248,East Timor,2021,0,0.11956811413824481
249,East Timor,2022,0,0.12095397563192577
250,East Timor,2023,0,0.16072023199299035
251,Ecuador,2018,0,0.36533760513399205
252,Ecuador,2019,1,0.381953833514189
253,Ecuador,2020,1,0.40193109440551916
254,Ecuador,2021,1,0.3992818604127065
255,Ecuador,2022,1,0.39278654291904047
256,Ecuador,2023,1,0.431542144459931
257,Egypt,2017,1,0.8202370984810303
258,Egypt,2018,0,0.785435620504195
259,Egypt,2019,0,0.7136713606569542
260,Egypt,2020,0,0.7256172328550125
261,Egypt,2021,0,0.7653399339154645
262,Egypt,2022,0,0.716870872410403
263,Egypt,2023,0,0.6888093761392308
264,El Salvador,2018,0,0.2742134702105304
265,El Salvador,2019,0,0.2924058541653784
266,El Salvador,2020,0,0.29783933714284777
267,El Salvador,2021,0,0.3054266568690173
268,El Salvador,2022,0,0.30153072461720015
269,El Salvador,2023,0,0.29951870209189835
270,Equatorial Guinea,2017,0,0.03785587960399275
271,Equatorial Guinea,2018,0,0.027637566355648686
272,Equatorial Guinea,2019,0,0.07876742411976152
273,Equatorial Guinea,2020,0,0.08258548712111353
274,Equatorial Guinea,2021,0,0.11399942129082541
275,Equatorial Guinea,2022,0,0.11757199726491353
276,Equatorial Guinea,2023,0,0.10354320177028806
277,Eritrea,2017,0,0.007730269700561412
278,Eritrea,2018,0,0.022591645471732966
279,Eritrea,2019,0,0.017097664485915695
280,Eritrea,2020,0,0.02711665381971309
281,Eritrea,2021,0,0.02716425902342917
282,Eritrea,2022,0,0.027741823452635348
283,Eritrea,2023,0,0.028492027012142058
284,Estonia,2020,0,0.2842231752874862
285,Estonia,2021,0,0.32712211595558954
286,Estonia,2022,0,0.32449696563195396
287,Estonia,2023,0,0.318923943212476
288,Ethiopia,2017,1,0.5965187395409108
289,Ethiopia,2018,1,0.5451128762843652
290,Ethiopia,2019,1,0.546800432350331
291,Ethiopia,2020,1,0.5399780357111534
292,Ethiopia,2021,0,0.4964063202064117
293,Ethiopia,2022,1,0.4867221380481759
294,Ethiopia,2023,1,0.5534103481005045
295,Fiji,2021,0,0.28780222348983553
296,Fiji,2022,0,0.240029180135115
297,Fiji,2023,0,0.23883582266645953
298,Finland,2020,0,0.38541643621094257
299,Finland,2021,0,0.40163265137372745
300,Finland,2022,0,0.38191604840121585
301,Finland,2023,0,0.37598667093269306
302,France,2020,1,0.5420459838614456
303,France,2021,1,0.5302853883745409
304,France,2022,1,0.5265767980653859
305,France,2023,1,0.5219453650664237
306,Gabon,2017,0,0.08077883831956216
307,Gabon,2018,0,0.1055660735249824
308,Gabon,2019,0,0.08493319391303567
309,Gabon,2020,0,0.08737744678424147
310,Gabon,2021,0,0.09970100642906331
311,Gabon,2022,0,0.1494726280195692
312,Gabon,2023,0,0.11784275505340466
313,Gambia,2017,0,0.04229280129124139
314,Gambia,2018,0,0.04245703533045106
315,Gambia,2019,0,0.041172437570518486
316,Gambia,2020,0,0.05178219226097925
317,Gambia,2021,0,0.024944863392704207
318,Gambia,2022,0,0.0547826385964345
319,Gambia,2023,0,0.07437104081662295
320,Georgia,2018,1,0.3749992017869991
321,Georgia,2019,1,0.5432613241935214
322,Georgia,2020,1,0.5028986254262346
323,Georgia,2021,1,0.5014756470300896
324,Georgia,2022,0,0.4968143905119751
325,Georgia,2023,0,0.354161560819292
326,Germany,2020,1,0.5777729018302336
327,Germany,2021,1,0.645698373508671
328,Germany,2022,1,0.6399739201981441
329,Germany,2023,1,0.6337315610024774
330,Ghana,2017,1,0.7336424625575516
331,Ghana,2018,1,0.7216117674597077
332,Ghana,2019,1,0.6723441151847945
333,Ghana,2020,1,0.6058273887252708
334,Ghana,2021,1,0.5456336195791112
335,Ghana,2022,1,0.48721620381534747
336,Ghana,2023,1,0.46593054582361476
337,Greece,2018,1,0.4991113830091835
338,Greece,2019,1,0.487495004361868
339,Greece,2020,1,0.4890785800537251
340,Greece,2021,1,0.4885010156245189
341,Greece,2022,1,0.48199407372679
342,Greece,2023,1,0.4795638493635852
343,Guatemala,2018,1,0.3716777090558872
344,Guatemala,2019,1,0.37698375848419674
345,Guatemala,2020,1,0.4191864027811226
346,Guatemala,2021,1,0.4193705216113738
347,Guatemala,2022,1,0.4183763263937391
348,Guatemala,2023,1,0.41594168119082037
349,Guinea,2017,1,0.8065113686252978
350,Guinea,2018,1,0.8021941306494053
351,Guinea,2019,1,0.7487131353667031
352,Guinea,2020,1,0.6427164612005921
353,Guinea,2021,1,0.6575838126342678
354,Guinea,2022,1,0.5422360815316536
355,Guinea,2023,1,0.5136820958900025
356,Guinea-Bissau,2017,0,0.028481999995554435
357,Guinea-Bissau,2018,0,0.031371343810733573
358,Guinea-Bissau,2019,0,0.02899694829367927
359,Guinea-Bissau,2020,0,0.026868766852966398
360,Guinea-Bissau,2021,0,0.03155525900031981
361,Guinea-Bissau,2022,0,0.031099400686460842
362,Guinea-Bissau,2023,0,0.03415472392731263
363,Guyana,2018,0,0.16550059098361053
364,Guyana,2019,0,0.20397494781108053
365,Guyana,2020,1,0.20977405079451183
366,Guyana,2021,0,0.48236872917454354
367,Guyana,2022,0,0.2934931644781724
368,Guyana,2023,0,0.2917616448641056
369,Haiti,2018,1,0.3637152414393492
370,Haiti,2019,1,0.4637399535329184
371,Haiti,2020,1,0.6011464159862365
372,Haiti,2021,1,0.6010036003750883
373,Haiti,2022,1,0.5523479213687627
374,Haiti,2023,1,0.4575845918804038
375,Honduras,2018,1,0.29842229769452316
376,Honduras,2019,1,0.30938987505362275
377,Honduras,2020,1,0.305889487243896
378,Honduras,2021,1,0.2636334978932787
379,Honduras,2022,1,0.2641246378433677
380,Honduras,2023,1,0.26807764046156873
381,Hungary,2020,0,0.4243841854235434
382,Hungary,2021,0,0.423068459269419
383,Hungary,2022,0,0.4174964018960858
384,Hungary,2023,0,0.39483289187387655
385,Iceland,2020,0,0.41137478412910244
386,Iceland,2021,0,0.36838671910988174
387,Iceland,2022,0,0.3154523872674876
388,Iceland,2023,0,0.3526711621096798
389,India,2017,1,0.7994077985345478
390,India,2018,1,0.7955585382902403
391,India,2019,1,0.796058673996578
392,India,2020,1,0.7968113390646279
393,India,2021,1,0.7946584118078447
394,India,2022,1,0.7863092182287618
395,India,2023,1,0.7775560023384054
396,Indonesia,2017,1,0.9417182153153751
397,Indonesia,2018,1,0.8955054671763393
398,Indonesia,2019,1,0.8961132304274213
399,Indonesia,2020,1,0.8949701434035975
400,Indonesia,2021,1,0.8932196684314152
401,Indonesia,2022,1,0.793372567375619
402,Indonesia,2023,1,0.7856175062086512
403,Iran,2017,1,0.7814929980539531
404,Iran,2018,1,0.7761939679336901
405,Iran,2019,1,0.7346583586234273
406,Iran,2020,1,0.7359683449275765
407,Iran,2021,1,0.7345929717351475
408,Iran,2022,1,0.7656750228199459
409,Iran,2023,1,0.7520067080070515
410,Iraq,2017,0,0.2770012646781076
411,Iraq,2018,1,0.27460965994530634
412,Iraq,2019,1,0.33382871236682615
413,Iraq,2020,1,0.3305669127103177
414,Iraq,2021,1,0.3334782563908877
415,Iraq,2022,1,0.33271668914455915
416,Iraq,2023,1,0.3331875951338512
417,Ireland,2020,0,0.5117070844449065
418,Ireland,2021,0,0.48566731025707405
419,Ireland,2022,0,0.4797023694194237
420,Ireland,2023,0,0.4736422181743412
421,Israel,2017,1,0.7889123749553427
422,Israel,2018,1,0.7825126852996345
423,Israel,2019,1,0.7429855043406939
424,Israel,2020,1,0.7438664816767604
425,Israel,2021,1,0.7430831762566691
426,Israel,2022,1,0.7223982150194243
427,Israel,2023,1,0.7201034328354485
428,Italy,2020,1,0.5334705233924169
429,Italy,2021,1,0.5245673643977528
430,Italy,2022,1,0.5222100636118499
431,Italy,2023,1,0.5186741124329955
432,Ivory Coast,2017,1,0.8483838760067166
433,Ivory Coast,2018,1,0.8480514503839884
434,Ivory Coast,2019,1,0.8104506005639672
435,Ivory Coast,2020,1,0.8063358252375273
436,Ivory Coast,2021,1,0.7996068198832207
437,Ivory Coast,2022,1,0.7120361952362779
438,Ivory Coast,2023,1,0.6684252189210613
439,Jamaica,2018,0,0.17901326931210754
440,Jamaica,2019,0,0.18694099635751332
441,Jamaica,2020,1,0.3198241170333318
442,Jamaica,2021,0,0.5603988518212213
443,Jamaica,2022,1,0.42550927419414714
444,Jamaica,2023,1,0.5536252414715547
445,Japan,2018,0,0.5877667976526622
446,Japan,2019,0,0.5877667976526622
447,Japan,2020,0,0.5878918315792466
448,Japan,2021,0,0.588016865505831
449,Japan,2022,0,0.5854748837550391
450,Japan,2023,0,0.5822721690021972
451,Jordan,2017,0,0.2537912136370671
452,Jordan,2018,1,0.30106928273167305
453,Jordan,2019,1,0.3311276568868031
454,Jordan,2020,1,0.4214825776480462
455,Jordan,2021,1,0.41962828413210373
456,Jordan,2022,1,0.41519104649926064
457,Jordan,2023,0,0.36455175828999214
458,Kazakhstan,2018,0,0.425680212933942
459,Kazakhstan,2019,0,0.4314645717564049
460,Kazakhstan,2020,1,0.43178632848246684
461,Kazakhstan,2021,0,0.5882154205213943
462,Kazakhstan,2022,0,0.4027476749833583
463,Kazakhstan,2023,0,0.4209075168110635
464,Kenya,2017,1,0.8272694676168169
465,Kenya,2018,1,0.8180174702114383
466,Kenya,2019,1,0.8115280182432719
467,Kenya,2020,1,0.8202109493545588
468,Kenya,2021,1,0.8459114690380839
469,Kenya,2022,1,0.8259737681995218
470,Kenya,2023,1,0.7960572981923666
471,Kuwait,2017,0,0.14833699268375503
472,Kuwait,2018,0,0.15416322664640214
473,Kuwait,2019,0,0.18090913932343283
474,Kuwait,2020,0,0.17054640268828472
475,Kuwait,2021,0,0.16944696262842132
476,Kuwait,2022,0,0.16865586227175608
477,Kuwait,2023,0,0.21833227345482986
478,Kyrgyzstan,2018,0,0.3338285664842863
479,Kyrgyzstan,2019,1,0.33085593486513815
480,Kyrgyzstan,2020,1,0.5341494898537438
481,Kyrgyzstan,2021,1,0.5770363886872585
482,Kyrgyzstan,2022,0,0.5996821196288629
483,Kyrgyzstan,2023,0,0.38574318547579045
484,Laos,2017,0,0.1396095635576603
485,Laos,2018,0,0.14748855804429256
486,Laos,2019,0,0.19874392992700088
487,Laos,2020,0,0.21864032906191228
488,Laos,2021,0,0.2195793781332772
489,Laos,2022,0,0.22139801841853526
490,Laos,2023,0,0.177428575231572
491,Latvia,2020,0,0.2689236795790185
492,Latvia,2021,0,0.31190004896999024
493,Latvia,2022,0,0.31003084205583664
494,Latvia,2023,0,0.2651366955008505
495,Lebanon,2017,1,0.6703519616349738
496,Lebanon,2018,1,0.6671930231155399
497,Lebanon,2019,1,0.6679283165541052
498,Lebanon,2020,1,0.5799076827598103
499,Lebanon,2021,1,0.5713098794171176
500,Lebanon,2022,1,0.5626440173949311
501,Lebanon,2023,1,0.558363443712592
502,Lesotho,2017,0,0.09306866488226737
503,Lesotho,2018,0,0.10194353023083697
504,Lesotho,2019,0,0.11748035148050985
505,Lesotho,2020,0,0.07477863290335235
506,Lesotho,2021,0,0.06259033460456882
507,Lesotho,2022,0,0.10303250663441561
508,Lesotho,2023,0,0.13385851141623303
509,Liberia,2017,0,0.44894726916200905
510,Liberia,2018,0,0.4036773150606596
511,Liberia,2019,1,0.44564730584702084
512,Liberia,2020,1,0.42199595323519695
513,Liberia,2021,0,0.41289368453298464
514,Liberia,2022,0,0.27622453033758093
515,Liberia,2023,1,0.3252104022581689
516,Libya,2017,0,0.2134520805623484
517,Libya,2018,0,0.23427228375654843
518,Libya,2019,0,0.28012811175997554
519,Libya,2020,1,0.1820136363967909
520,Libya,2021,0,0.28104166714073686
521,Libya,2022,0,0.2081029360995384
522,Libya,2023,0,0.2793590700676033
523,Lithuania,2020,0,0.23305533804952103
524,Lithuania,2021,0,0.23349582671755428
525,Lithuania,2022,0,0.21907780699471155
526,Lithuania,2023,0,0.21554759566583248
527,Luxembourg,2020,0,0.31671045808558373
528,Luxembourg,2021,0,0.34031705204984686
529,Luxembourg,2022,0,0.34002008381989923
530,Luxembourg,2023,0,0.3372965257965671
531,Madagascar,2017,1,0.3975260258131568
532,Madagascar,2018,1,0.46475921890986693
533,Madagascar,2019,1,0.5273159780016642
534,Madagascar,2020,1,0.417511516430205
535,Madagascar,2021,1,0.5270252258805496
536,Madagascar,2022,1,0.4378966648885734
537,Madagascar,2023,1,0.49974318538529267
538,Malawi,2017,1,0.5597392022119229
539,Malawi,2018,1,0.555575872392701
540,Malawi,2019,1,0.4971267821881172
541,Malawi,2020,1,0.5642361332008622
542,Malawi,2021,1,0.5649300591146087
543,Malawi,2022,1,0.5807513131339636
544,Malawi,2023,1,0.5732087214515263
545,Malaysia,2018,0,0.3815167056437941
546,Malaysia,2019,0,0.4338004854659397
547,Malaysia,2020,0,0.4454698524176494
548,Malaysia,2021,0,0.5342310888610302
549,Malaysia,2022,0,0.5570479398536552
550,Malaysia,2023,0,0.5716040056492007
551,Maldives,2020,0,0.3819519770221051
552,Maldives,2021,0,0.36899768821919643
553,Maldives,2022,0,0.3741155839760776
554,Maldives,2023,0,0.3782600172938454
555,Mali,2017,0,0.04795281570336786
556,Mali,2018,0,0.06578500310139868
557,Mali,2019,1,0.056737992620374954
558,Mali,2020,1,0.31413796800095123
559,Mali,2021,1,0.3112609307015856
560,Mali,2022,1,0.3352418034594192
561,Mali,2023,1,0.309329488992314
562,Malta,2020,0,0.44992667267249825
563,Malta,2021,0,0.43827448912105066
564,Malta,2022,0,0.440001974614611
565,Malta,2023,0,0.4341416043254607
566,Mauritania,2017,0,0.04811397513371778
567,Mauritania,2018,0,0.07042330021961188
568,Mauritania,2019,0,0.061673962795473145
569,Mauritania,2020,0,0.058573979910258527
570,Mauritania,2021,0,0.0600868352858048
571,Mauritania,2022,0,0.11250195101914802
572,Mauritania,2023,0,0.12179567336575316
573,Mauritius,2020,0,0.38133496063597716
574,Mauritius,2021,0,0.3369329476077449
575,Mauritius,2022,0,0.3268431920678472
576,Mauritius,2023,0,0.37707174395070114
577,Mexico,2018,1,0.5611444040726212
578,Mexico,2019,1,0.5510010116985534
579,Mexico,2020,1,0.5327860964816326
580,Mexico,2021,1,0.5506447934908182
581,Mexico,2022,1,0.5414650960657375
582,Mexico,2023,1,0.5321248013449449
583,Moldova,2018,0,0.29101788795734385
584,Moldova,2019,0,0.29508215746141464
585,Moldova,2020,0,0.3372905416083158
586,Moldova,2021,0,0.33671297717910964
587,Moldova,2022,0,0.3321767545875796
588,Moldova,2023,0,0.3827185206315572
589,Mongolia,2018,0,0.47644097924433004
590,Mongolia,2019,0,0.5370433499944673
591,Mongolia,2020,0,0.5797518698477063
592,Mongolia,2021,0,0.5798769037742908
593,Mongolia,2022,0,0.5159811973486791
594,Mongolia,2023,0,0.52889948735119
595,Montenegro,2018,0,0.16215314030334838
596,Montenegro,2019,0,0.16154972085375555
597,Montenegro,2020,0,0.16191964875328455
598,Montenegro,2021,0,0.20302966911416137
599,Montenegro,2022,0,0.20299431082088842
600,Montenegro,2023,0,0.21300533513508474
601,Morocco,2017,1,0.18879569912470323
602,Morocco,2018,0,0.43139803261365783
603,Morocco,2019,0,0.25686475554151683
604,Morocco,2020,1,0.21442909963431644
605,Morocco,2021,1,0.32872082130627905
606,Morocco,2022,1,0.32671643409580453
607,Morocco,2023,1,0.3323424410073556
608,Mozambique,2017,1,0.12013493940589884
609,Mozambique,2018,0,0.24472440803555712
610,Mozambique,2019,1,0.11416986012374819
611,Mozambique,2020,0,0.2928778501584727
612,Mozambique,2021,0,0.15549055588576005
613,Mozambique,2022,1,0.16312919933744824
614,Mozambique,2023,1,0.3476339962333689
615,Myanmar (Burma),2017,0,0.17844639992382544
616,Myanmar (Burma),2018,0,0.1926864444287151
617,Myanmar (Burma),2019,0,0.2458731527489638
618,Myanmar (Burma),2020,0,0.25349625951201993
619,Myanmar (Burma),2021,1,0.26471392863414894
620,Myanmar (Burma),2022,0,0.379818756770785
621,Myanmar (Burma),2023,0,0.29453819767684436
622,Namibia,2017,0,0.02873005303072247
623,Namibia,2018,0,0.028855086957306923
624,Namibia,2019,0,0.03158040981035747
625,Namibia,2020,0,0.030165073261456014
626,Namibia,2021,0,0.07232585220464112
627,Namibia,2022,0,0.07331408178272823
628,Namibia,2023,0,0.11945434289001762
629,Nepal,2017,1,0.8434183685588807
630,Nepal,2018,1,0.8420906005701678
631,Nepal,2019,1,0.7992570467903444
632,Nepal,2020,1,0.7555247339898908
633,Nepal,2021,1,0.669077599351585
634,Nepal,2022,1,0.6588322436255488
635,Nepal,2023,1,0.6992608914157532
636,Netherlands,2020,1,0.6614558561986543
637,Netherlands,2021,1,0.6523743182237144
638,Netherlands,2022,0,0.6485229123034112
639,Netherlands,2023,0,0.6092119549576546
640,New Zealand,2021,0,0.3210149695417759
641,New Zealand,2022,0,0.3176652616171358
642,New Zealand,2023,0,0.3135663418105067
