,country,year,d_sb,preds,preds_proba
349,Bosnia-Herzegovina,2023,0,0,0.0014138466355173255
350,Slovenia,2017,0,0,0.0010799639745906599
351,Slovenia,2018,0,0,0.0010799639745906599
352,Slovenia,2019,0,0,0.0011032186387988018
353,Slovenia,2020,0,0,0.001237702008517936
354,Slovenia,2021,0,0,0.006720897729065811
355,Slovenia,2022,0,0,0.0014494178004252852
356,Slovenia,2023,0,0,0.0014138466355173255
357,Greece,2017,0,0,0.15925321240467735
358,Greece,2018,0,0,0.1143354246617776
359,Greece,2019,0,0,0.11137910228001859
360,Greece,2020,0,0,0.09225595982280757
361,Greece,2021,0,0,0.06093704964152267
362,Greece,2022,0,0,0.05081656906789126
363,Greece,2023,0,0,0.04412641318491024
364,Cyprus,2017,0,0,0.00020120563475402387
365,Cyprus,2018,0,0,0.0008738513746643377
366,Cyprus,2019,0,0,0.0008738513746643377
367,Cyprus,2020,0,0,0.0012325957692831718
368,Cyprus,2021,0,0,0.0008738513746643377
369,Cyprus,2022,0,0,0.0008738513746643377
370,Cyprus,2023,0,0,0.0010233282057555187
371,Bulgaria,2017,0,0,0.021630155155376654
372,Bulgaria,2018,0,0,0.021630155155376654
373,Bulgaria,2019,0,0,0.021630155155376654
374,Bulgaria,2020,0,0,0.02243733004326903
375,Bulgaria,2021,0,0,0.02783984979556457
376,Bulgaria,2022,0,0,0.04007915508419721
377,Bulgaria,2023,0,0,0.04007915508419721
378,Moldova,2017,0,0,0.00632935717858302
379,Moldova,2018,0,0,0.0078241394949142
380,Moldova,2019,0,0,0.006169941243419182
381,Moldova,2020,0,0,0.004915531397626286
382,Moldova,2021,0,0,0.005102377436490261
383,Moldova,2022,0,0,0.004767549334846017
384,Moldova,2023,0,0,0.0047242889813772755
385,Romania,2017,0,0,0.021630155155376654
386,Romania,2018,0,0,0.021630155155376654
387,Romania,2019,0,0,0.021630155155376654
388,Romania,2020,0,0,0.02243733004326903
389,Romania,2021,0,0,0.02783984979556457
390,Romania,2022,0,0,0.04007915508419721
391,Romania,2023,0,0,0.04007915508419721
392,Russia (Soviet Union),2017,1,1,0.8013214848841717
393,Russia (Soviet Union),2018,1,1,0.8013214848841717
394,Russia (Soviet Union),2019,1,1,0.8013214848841717
