,0,1,2,3
0,-0.17010653403970885,0.209318380230227,-0.02963363797391246,-0.010813849019907921
1,-0.1841503417615394,0.16955775103056075,-0.09319636827936766,-0.06642673000935717
2,-0.11965345997263682,-0.048317646144610975,-0.037129896551687636,-0.025968340540450514
3,-0.12216255479304627,-0.043933439044819174,-0.042779911350137007,-0.022094210356258102
4,-0.1264024525664355,-0.05575524484894205,-0.03482096505909429,-0.01298166528672798
5,-0.11727814384734772,-0.057216654244019984,-0.05066647263467545,-0.0037091503840080745
6,-0.13060077921524493,-0.07488037194608975,0.02573346652908027,-0.02686305200261603
7,-0.14069386839857265,-0.047839771257354904,0.0404275599238187,0.028378784301809463
8,-0.1422239733862643,-0.0945051851619431,0.020712099168917034,-0.004799704549690704
9,-0.13831712314762806,-0.11457694796547842,0.027777890114987255,0.004877887992371179
10,-0.13143759045671682,-0.1336373832534254,0.027412440983129276,0.011313912071088617
11,-0.10260061481332212,-0.09490118469492619,-0.04063115466192521,0.008047888819075534
12,-0.10651209306879708,-0.0594730040215201,-0.01974269624252732,0.06454307795976187
13,0.3054303302797868,0.2490792123657663,-0.11664762777754548,0.002562323627029902
14,-0.16180399018724528,0.256281975325474,-0.13678117492706715,0.07322878839790813
15,-0.10056438553949086,-0.047350419919093285,-0.09351236286949481,0.013163012150760938
16,-0.10647973915005436,-0.05984345438397401,-0.07440728829481164,0.010493583846972823
17,-0.10521649067767685,-0.062016645633351596,-0.07966306633447659,0.017082417391108797
18,-0.09878223499433642,-0.05896600641942055,-0.06856492548436756,0.0021678869965713688
19,-0.09871677597894676,-0.05760176025751192,-0.06843141915375676,0.015341293740096084
20,-0.09449243278700084,-0.013246956175733784,-0.04283231467977166,0.07948259836383025
21,-0.07944625798831896,-0.043844682485214344,-0.038859803752473145,0.013428365911016796
22,-0.08509467829906071,-0.0392895086991222,-0.04545634965167154,0.012843188979668439
23,-0.083129105611946,-0.00998057140559111,-0.03272668992925363,0.04087776246558507
24,-0.08619050742409348,-0.04328713338165827,-0.04299085947186968,0.01154485886353161
