,country,year,d_civil_conflict,preds_proba
586,Sierra Leone,2022,0,0.07155627657552571
587,Sierra Leone,2023,0,0.058954113958244604
588,Ghana,2017,0,0.003822570567605864
589,Ghana,2018,0,0.005544808554356699
590,Ghana,2019,0,0.02775531383352307
591,Ghana,2020,0,0.024947511169706907
592,Ghana,2021,0,0.02617182800283946
593,Ghana,2022,0,0.051826913455579396
594,Ghana,2023,0,0.04450838131639512
595,Togo,2017,0,0.041424662071431584
596,Togo,2018,0,0.049913224640973294
597,Togo,2019,0,0.1357173665989653
598,Togo,2020,0,0.12768605413461628
599,Togo,2021,0,0.08569262265704115
600,Togo,2022,1,0.1710460591387994
601,Togo,2023,1,0.4389698339940802
602,Cameroon,2017,1,0.6223442465985829
603,Cameroon,2018,1,0.6091564632594917
604,Cameroon,2019,1,0.5533736489905299
605,Cameroon,2020,1,0.5388363296483982
606,Cameroon,2021,1,0.5169301756284443
607,Cameroon,2022,1,0.5344755312287567
608,Cameroon,2023,1,0.5224049010675922
609,Nigeria,2017,1,0.7941431515003651
610,Nigeria,2018,1,0.8182102612170901
611,Nigeria,2019,1,0.7793063801575884
612,Nigeria,2020,1,0.7873442986861456
613,Nigeria,2021,1,0.6974587166724333
614,Nigeria,2022,1,0.6609481239526531
615,Nigeria,2023,1,0.6571490251766383
616,Gabon,2017,0,0.04638821503444103
617,Gabon,2018,0,0.02868954089708784
618,Gabon,2019,0,0.03662520014522286
619,Gabon,2020,0,0.039181646336417915
620,Gabon,2021,0,0.031520189720604753
621,Gabon,2022,0,0.052521113267478645
622,Gabon,2023,0,0.10091790974014672
623,Central African Republic,2017,1,0.6929116550139588
624,Central African Republic,2018,1,0.737679096836476
625,Central African Republic,2019,1,0.7691242310741208
626,Central African Republic,2020,1,0.76724051864247
627,Central African Republic,2021,1,0.7183309520184872
628,Central African Republic,2022,1,0.7378445161837399
629,Central African Republic,2023,1,0.7366855186060196
630,Chad,2017,1,0.4299019543085375
631,Chad,2018,1,0.5297565010016481
632,Chad,2019,1,0.5272395691705544
633,Chad,2020,1,0.5548279042886967
634,Chad,2021,1,0.5719154772395175
635,Chad,2022,1,0.6469645435703275
636,Chad,2023,1,0.6596441545391352
637,Congo,2017,0,0.39016751436452096
638,Congo,2018,0,0.211119125458802
639,Congo,2019,0,0.16115425792797095
640,Congo,2020,0,0.12727861789634676
641,Congo,2021,0,0.19439113776492298
642,Congo,2022,0,0.1860333142284858
643,Congo,2023,0,0.191767904725511
