,country,year,d_civil_conflict,preds,preds_proba
489,Iceland,2023,0,0,0.009472511144130757
490,Cabo Verde,2017,0,0,0.0029717682020802376
491,Cabo Verde,2018,0,0,0.011991846687240447
492,Cabo Verde,2019,0,0,0.02117534520952054
493,Cabo Verde,2020,0,0,0.0203181043819974
494,Cabo Verde,2021,0,0,0.018337810035432618
495,Cabo Verde,2022,0,0,0.022360953805976094
496,Cabo Verde,2023,0,0,0.021246540730196002
497,Guinea-Bissau,2017,0,0,0.020076530700602023
498,Guinea-Bissau,2018,0,0,0.028399137184426933
499,Guinea-Bissau,2019,0,0,0.028504251238277985
500,Guinea-Bissau,2020,0,0,0.016000204187425583
501,Guinea-Bissau,2021,0,0,0.017126409994166307
502,Guinea-Bissau,2022,0,0,0.021113532331957292
503,Guinea-Bissau,2023,0,0,0.027745755977553896
504,Equatorial Guinea,2017,0,0,0.06671573359581401
505,Equatorial Guinea,2018,0,0,0.07924443817503865
506,Equatorial Guinea,2019,0,0,0.09241806082117243
507,Equatorial Guinea,2020,0,0,0.0869739812576977
508,Equatorial Guinea,2021,0,0,0.06739124339421516
509,Equatorial Guinea,2022,0,0,0.07135971242681187
510,Equatorial Guinea,2023,0,0,0.07675148096865468
511,Gambia,2017,0,0,0.09042621277565774
512,Gambia,2018,0,0,0.08759325176878163
513,Gambia,2019,0,0,0.10731112676154521
514,Gambia,2020,0,0,0.1116553014372031
515,Gambia,2021,0,0,0.08983782698883976
516,Gambia,2022,0,0,0.05242190531937931
517,Gambia,2023,0,0,0.056842410519973664
518,Mali,2017,1,1,0.863177056411914
519,Mali,2018,1,1,0.8387568835519194
520,Mali,2019,1,1,0.7895625008628683
521,Mali,2020,1,1,0.7019279391618717
522,Mali,2021,1,1,0.6276926515782383
523,Mali,2022,1,1,0.6053891166326703
524,Mali,2023,1,1,0.5917578782986088
525,Senegal,2017,0,0,0.03408451586386207
526,Senegal,2018,0,0,0.033377702452739605
527,Senegal,2019,0,0,0.06127607533625365
528,Senegal,2020,0,0,0.1094784796679299
529,Senegal,2021,0,0,0.20118673838956153
530,Senegal,2022,0,0,0.3714602798555251
531,Senegal,2023,0,0,0.39223607002210287
532,Benin,2017,0,0,0.013390646005802025
533,Benin,2018,0,0,0.022268412520575792
534,Benin,2019,0,0,0.0222722609238211
535,Benin,2020,0,0,0.018606865727965282
536,Benin,2021,0,0,0.020274947522347226
537,Benin,2022,1,0,0.019692386612891816
538,Benin,2023,1,0,0.02936087356592557
539,Mauritania,2017,0,0,0.08904244276152327
540,Mauritania,2018,0,0,0.09663460295398064
541,Mauritania,2019,0,0,0.1123922449516803
542,Mauritania,2020,0,0,0.10845634471191677
543,Mauritania,2021,0,0,0.12034624406466901
544,Mauritania,2022,0,0,0.12378236341832183
545,Mauritania,2023,0,0,0.14535381420315102
546,Niger,2017,1,1,0.7305509685906939
547,Niger,2018,1,1,0.6997666111336242
548,Niger,2019,1,1,0.7233491454888182
549,Niger,2020,1,1,0.7297591112041332
550,Niger,2021,1,1,0.7280786862139014
551,Niger,2022,1,1,0.7018553924200283
552,Niger,2023,1,1,0.6929253139134266
553,Ivory Coast,2017,0,0,0.04437016936884676
554,Ivory Coast,2018,0,0,0.060259740421865125
555,Ivory Coast,2019,0,0,0.07983626345306873
556,Ivory Coast,2020,0,0,0.10158178720453609
557,Ivory Coast,2021,0,0,0.09942177353001319
558,Ivory Coast,2022,0,0,0.10441009872636216
559,Ivory Coast,2023,0,0,0.10700493309398737
560,Guinea,2017,0,0,0.022629199263671775
561,Guinea,2018,0,0,0.017080460789489722
562,Guinea,2019,0,0,0.032347910468267085
563,Guinea,2020,0,0,0.08517965854518603
564,Guinea,2021,0,0,0.1154953392323377
565,Guinea,2022,0,0,0.09851338606910674
566,Guinea,2023,0,0,0.0886527538830659
567,Burkina Faso,2017,0,0,0.12478972132083747
568,Burkina Faso,2018,1,0,0.137465727830425
569,Burkina Faso,2019,1,0,0.1455730757408933
570,Burkina Faso,2020,1,0,0.1613378706290166
571,Burkina Faso,2021,1,0,0.25774394782348625
572,Burkina Faso,2022,1,0,0.30258822769748384
573,Burkina Faso,2023,1,0,0.3465580491627166
574,Liberia,2017,0,0,0.04822969873118462
575,Liberia,2018,0,0,0.06489591595460838
576,Liberia,2019,0,0,0.0812091656073825
577,Liberia,2020,0,0,0.060036024561634226
578,Liberia,2021,0,0,0.060961490048763896
579,Liberia,2022,0,0,0.06523112663637969
580,Liberia,2023,0,0,0.08775481394461379
581,Sierra Leone,2017,0,0,0.047847531781409935
582,Sierra Leone,2018,0,0,0.031665375238926506
583,Sierra Leone,2019,0,0,0.03583410563351128
584,Sierra Leone,2020,0,0,0.03990898898031142
585,Sierra Leone,2021,0,0,0.03617251577875649
586,Sierra Leone,2022,0,0,0.03652303202823262
587,Sierra Leone,2023,0,0,0.03488855951708849
588,Ghana,2017,0,0,0.012996179155168751
589,Ghana,2018,0,0,0.013739121205688815
