,country,year,d_protest,preds,preds_proba
586,Moldova,2021,1,1,0.7359307359307359
587,Moldova,2022,1,1,0.7229437229437229
588,Moldova,2023,1,1,0.7489177489177489
589,Mongolia,2018,1,1,0.7402597402597403
590,Mongolia,2019,1,1,0.7445887445887446
591,Mongolia,2020,1,1,0.7489177489177489
592,Mongolia,2021,1,1,0.7272727272727273
593,Mongolia,2022,1,1,0.7186147186147186
594,Mongolia,2023,1,1,0.7229437229437229
595,Montenegro,2018,1,1,0.6493506493506493
596,Montenegro,2019,1,1,0.6363636363636364
597,Montenegro,2020,1,1,0.6406926406926406
598,Montenegro,2021,1,1,0.6363636363636364
599,Montenegro,2022,1,1,0.6190476190476191
600,Montenegro,2023,1,1,0.6363636363636364
601,Morocco,2017,1,1,1.0
602,Morocco,2018,1,1,0.9956709956709957
603,Morocco,2019,1,1,0.9913419913419913
604,Morocco,2020,1,1,0.9696969696969697
605,Morocco,2021,1,1,0.948051948051948
606,Morocco,2022,1,1,0.948051948051948
607,Morocco,2023,1,1,0.9523809523809523
608,Mozambique,2017,0,0,0.030303030303030304
609,Mozambique,2018,0,0,0.03896103896103896
610,Mozambique,2019,0,0,0.03896103896103896
611,Mozambique,2020,0,0,0.06493506493506493
612,Mozambique,2021,0,0,0.08225108225108226
613,Mozambique,2022,1,0,0.06926406926406926
614,Mozambique,2023,1,0,0.12987012987012986
615,Myanmar (Burma),2017,1,1,0.9826839826839827
616,Myanmar (Burma),2018,1,1,0.9783549783549783
617,Myanmar (Burma),2019,1,1,0.987012987012987
618,Myanmar (Burma),2020,1,1,0.9783549783549783
619,Myanmar (Burma),2021,1,1,0.9783549783549783
620,Myanmar (Burma),2022,1,1,0.961038961038961
621,Myanmar (Burma),2023,1,1,0.948051948051948
622,Namibia,2017,0,1,0.696969696969697
623,Namibia,2018,1,1,0.5151515151515151
624,Namibia,2019,1,0,0.4675324675324675
625,Namibia,2020,1,0,0.4155844155844156
626,Namibia,2021,1,0,0.4069264069264069
627,Namibia,2022,1,0,0.42424242424242425
628,Namibia,2023,1,0,0.42424242424242425
629,Nepal,2017,1,1,0.9393939393939394
630,Nepal,2018,1,1,0.922077922077922
631,Nepal,2019,1,1,0.8614718614718615
632,Nepal,2020,1,1,0.8311688311688312
633,Nepal,2021,1,1,0.7575757575757576
634,Nepal,2022,1,1,0.7402597402597403
635,Nepal,2023,1,1,0.7229437229437229
636,Netherlands,2020,1,1,0.8354978354978355
637,Netherlands,2021,1,1,0.8268398268398268
638,Netherlands,2022,1,1,0.8311688311688312
639,Netherlands,2023,1,1,0.8268398268398268
640,New Zealand,2021,1,1,0.5844155844155844
641,New Zealand,2022,1,1,0.6103896103896104
642,New Zealand,2023,1,1,0.6320346320346321
643,Nicaragua,2018,1,0,0.3203463203463203
644,Nicaragua,2019,1,0,0.341991341991342
645,Nicaragua,2020,1,0,0.3852813852813853
646,Nicaragua,2021,0,0,0.4199134199134199
647,Nicaragua,2022,0,0,0.4458874458874459
648,Nicaragua,2023,0,1,0.5194805194805194
649,Niger,2017,0,0,0.05627705627705628
650,Niger,2018,0,0,0.05627705627705628
651,Niger,2019,1,0,0.05627705627705628
652,Niger,2020,0,0,0.06493506493506493
653,Niger,2021,0,0,0.06926406926406926
654,Niger,2022,0,0,0.07792207792207792
655,Niger,2023,1,0,0.12121212121212122
656,Nigeria,2017,1,1,0.8571428571428571
657,Nigeria,2018,1,1,0.7748917748917749
658,Nigeria,2019,1,1,0.7316017316017316
659,Nigeria,2020,1,1,0.7142857142857143
660,Nigeria,2021,1,1,0.6926406926406926
661,Nigeria,2022,1,1,0.6883116883116883
662,Nigeria,2023,1,1,0.683982683982684
663,North Macedonia,2018,1,1,0.6796536796536796
664,North Macedonia,2019,1,1,0.670995670995671
665,North Macedonia,2020,1,1,0.6666666666666666
666,North Macedonia,2021,1,1,0.6666666666666666
667,North Macedonia,2022,1,1,0.645021645021645
668,North Macedonia,2023,1,1,0.6406926406926406
669,Norway,2020,1,1,0.5800865800865801
670,Norway,2021,1,1,0.5714285714285714
671,Norway,2022,1,1,0.5670995670995671
672,Norway,2023,1,1,0.5757575757575758
673,Oman,2017,0,0,0.20346320346320346
674,Oman,2018,0,0,0.31601731601731603
675,Oman,2019,0,0,0.3203463203463203
676,Oman,2020,0,0,0.35064935064935066
677,Oman,2021,0,0,0.35064935064935066
678,Oman,2022,0,0,0.36796536796536794
679,Oman,2023,0,0,0.30303030303030304
680,Pakistan,2017,1,1,0.974025974025974
681,Pakistan,2018,1,1,0.974025974025974
682,Pakistan,2019,1,1,0.9653679653679653
683,Pakistan,2020,1,1,0.9653679653679653
684,Pakistan,2021,1,1,0.9653679653679653
685,Pakistan,2022,1,1,0.9653679653679653
686,Pakistan,2023,1,1,0.935064935064935
687,Panama,2018,1,1,0.5584415584415584
688,Panama,2019,1,1,0.5670995670995671
689,Panama,2020,1,1,0.5627705627705628
690,Panama,2021,1,1,0.5627705627705628
691,Panama,2022,1,1,0.5584415584415584
692,Panama,2023,1,1,0.5584415584415584
693,Papua New Guinea,2021,1,0,0.2813852813852814
694,Papua New Guinea,2022,1,0,0.3246753246753247
695,Papua New Guinea,2023,1,0,0.33766233766233766
696,Paraguay,2018,1,0,0.4675324675324675
697,Paraguay,2019,1,1,0.5238095238095238
698,Paraguay,2020,1,1,0.5930735930735931
699,Paraguay,2021,1,1,0.5974025974025974
700,Paraguay,2022,1,1,0.6277056277056277
701,Paraguay,2023,1,1,0.6493506493506493
702,Peru,2018,1,1,0.7489177489177489
703,Peru,2019,1,1,0.7792207792207793
704,Peru,2020,1,1,0.8095238095238095
705,Peru,2021,1,1,0.8268398268398268
706,Peru,2022,1,1,0.8268398268398268
707,Peru,2023,1,1,0.8008658008658008
708,Philippines,2017,1,1,0.8484848484848485
709,Philippines,2018,1,1,0.8571428571428571
710,Philippines,2019,1,1,0.8571428571428571
711,Philippines,2020,1,1,0.8398268398268398
712,Philippines,2021,1,1,0.8398268398268398
713,Philippines,2022,1,1,0.8398268398268398
714,Philippines,2023,1,1,0.8095238095238095
715,Poland,2020,1,1,0.7922077922077922
716,Poland,2021,1,1,0.7878787878787878
717,Poland,2022,1,1,0.7489177489177489
718,Poland,2023,1,1,0.7229437229437229
719,Portugal,2020,1,1,0.683982683982684
720,Portugal,2021,1,1,0.6883116883116883
721,Portugal,2022,1,1,0.6926406926406926
722,Portugal,2023,1,1,0.7012987012987013
723,Qatar,2017,0,0,0.12554112554112554
724,Qatar,2018,0,0,0.13852813852813853
725,Qatar,2019,0,0,0.18181818181818182
726,Qatar,2020,0,0,0.2987012987012987
727,Qatar,2021,0,0,0.35064935064935066
728,Qatar,2022,0,0,0.35064935064935066
729,Qatar,2023,0,0,0.3463203463203463
730,Congo,2017,0,0,0.03896103896103896
731,Congo,2018,0,0,0.08658008658008658
732,Congo,2019,0,0,0.09523809523809523
733,Congo,2020,0,0,0.06926406926406926
734,Congo,2021,0,0,0.06926406926406926
735,Congo,2022,0,0,0.06493506493506493
736,Congo,2023,0,0,0.06493506493506493
737,Romania,2018,1,1,0.7619047619047619
738,Romania,2019,1,1,0.7662337662337663
739,Romania,2020,1,1,0.7662337662337663
740,Romania,2021,1,1,0.7489177489177489
741,Romania,2022,1,1,0.7445887445887446
742,Romania,2023,1,1,0.7489177489177489
743,Russia (Soviet Union),2018,1,1,0.7835497835497836
744,Russia (Soviet Union),2019,1,1,0.7965367965367965
745,Russia (Soviet Union),2020,1,1,0.7835497835497836
746,Russia (Soviet Union),2021,1,1,0.7748917748917749
747,Russia (Soviet Union),2022,1,1,0.7662337662337663
748,Russia (Soviet Union),2023,1,1,0.7619047619047619
749,Rwanda,2017,0,0,0.11255411255411256
750,Rwanda,2018,0,0,0.18181818181818182
751,Rwanda,2019,0,0,0.2683982683982684
752,Rwanda,2020,0,0,0.26406926406926406
753,Rwanda,2021,0,0,0.27705627705627706
754,Rwanda,2022,0,0,0.26406926406926406
755,Rwanda,2023,0,0,0.22943722943722944
756,Saudi Arabia,2017,0,0,0.2813852813852814
757,Saudi Arabia,2018,0,0,0.2813852813852814
758,Saudi Arabia,2019,0,0,0.2813852813852814
759,Saudi Arabia,2020,0,0,0.29004329004329005
760,Saudi Arabia,2021,0,0,0.2813852813852814
761,Saudi Arabia,2022,0,0,0.3203463203463203
762,Saudi Arabia,2023,0,0,0.36363636363636365
763,Senegal,2017,1,0,0.4675324675324675
764,Senegal,2018,1,0,0.36363636363636365
765,Senegal,2019,1,0,0.33766233766233766
766,Senegal,2020,1,0,0.2987012987012987
767,Senegal,2021,1,0,0.29004329004329005
768,Senegal,2022,1,0,0.2857142857142857
769,Senegal,2023,1,0,0.2813852813852814
770,Serbia,2018,1,1,0.7056277056277056
771,Serbia,2019,1,1,0.6926406926406926
772,Serbia,2020,1,1,0.6753246753246753
773,Serbia,2021,1,1,0.696969696969697
774,Serbia,2022,1,1,0.6926406926406926
775,Serbia,2023,1,1,0.6926406926406926
776,Sierra Leone,2017,0,0,0.025974025974025976
777,Sierra Leone,2018,1,0,0.03896103896103896
778,Sierra Leone,2019,0,0,0.030303030303030304
779,Sierra Leone,2020,0,0,0.025974025974025976
780,Sierra Leone,2021,0,0,0.03463203463203463
781,Sierra Leone,2022,0,0,0.06060606060606061
782,Sierra Leone,2023,0,0,0.09956709956709957
783,Singapore,2020,0,1,0.5324675324675324
784,Singapore,2021,0,1,0.5281385281385281
785,Singapore,2022,0,1,0.5324675324675324
786,Singapore,2023,0,1,0.5584415584415584
787,Slovakia,2020,1,1,0.6277056277056277
788,Slovakia,2021,1,1,0.683982683982684
789,Slovakia,2022,1,1,0.6883116883116883
790,Slovakia,2023,1,1,0.6796536796536796
791,Slovenia,2020,1,1,0.6190476190476191
792,Slovenia,2021,1,1,0.6147186147186147
793,Slovenia,2022,1,1,0.6060606060606061
794,Slovenia,2023,1,1,0.6190476190476191
795,Solomon Islands,2021,0,0,0.2943722943722944
796,Solomon Islands,2022,0,0,0.2813852813852814
797,Solomon Islands,2023,0,0,0.2510822510822511
798,Somalia,2017,1,1,0.70995670995671
799,Somalia,2018,1,1,0.6536796536796536
800,Somalia,2019,1,1,0.6493506493506493
801,Somalia,2020,1,1,0.670995670995671
802,Somalia,2021,1,1,0.6883116883116883
803,Somalia,2022,1,1,0.6536796536796536
804,Somalia,2023,1,1,0.645021645021645
805,South Africa,2017,1,1,0.948051948051948
806,South Africa,2018,1,1,0.9393939393939394
807,South Africa,2019,1,1,0.9134199134199135
808,South Africa,2020,1,1,0.9177489177489178
809,South Africa,2021,1,1,0.9047619047619048
810,South Africa,2022,1,1,0.9047619047619048
811,South Africa,2023,1,1,0.8917748917748918
812,South Korea,2018,1,1,0.7878787878787878
813,South Korea,2019,1,1,0.7878787878787878
814,South Korea,2020,1,1,0.7922077922077922
815,South Korea,2021,1,1,0.7965367965367965
816,South Korea,2022,1,1,0.7965367965367965
817,South Korea,2023,1,1,0.7835497835497836
818,South Sudan,2017,1,1,0.5108225108225108
819,South Sudan,2018,0,1,0.5194805194805194
820,South Sudan,2019,0,1,0.5627705627705628
821,South Sudan,2020,1,0,0.4675324675324675
822,South Sudan,2021,1,0,0.47619047619047616
823,South Sudan,2022,1,0,0.48484848484848486
824,South Sudan,2023,1,0,0.4675324675324675
825,Spain,2020,1,1,0.7445887445887446
826,Spain,2021,1,1,0.7445887445887446
827,Spain,2022,1,1,0.7445887445887446
828,Spain,2023,1,1,0.7402597402597403
829,Sri Lanka,2017,1,1,0.974025974025974
830,Sri Lanka,2018,1,1,0.9696969696969697
831,Sri Lanka,2019,1,1,0.9567099567099567
832,Sri Lanka,2020,1,1,0.9567099567099567
833,Sri Lanka,2021,1,1,0.948051948051948
834,Sri Lanka,2022,1,1,0.948051948051948
835,Sri Lanka,2023,1,1,0.948051948051948
836,Sudan,2017,1,1,0.8441558441558441
837,Sudan,2018,1,1,0.8311688311688312
838,Sudan,2019,1,1,0.8225108225108225
839,Sudan,2020,1,1,0.7965367965367965
840,Sudan,2021,1,1,0.8008658008658008
841,Sudan,2022,1,1,0.7922077922077922
842,Sudan,2023,1,1,0.7662337662337663
843,Suriname,2018,1,0,0.42857142857142855
844,Suriname,2019,0,0,0.42857142857142855
845,Suriname,2020,1,0,0.41125541125541126
846,Suriname,2021,1,0,0.4199134199134199
847,Suriname,2022,1,0,0.42857142857142855
848,Suriname,2023,1,0,0.4329004329004329
849,Sweden,2020,1,1,0.5757575757575758
850,Sweden,2021,1,1,0.5887445887445888
851,Sweden,2022,1,1,0.5887445887445888
852,Sweden,2023,1,1,0.6060606060606061
853,Switzerland,2020,1,1,0.658008658008658
854,Switzerland,2021,1,1,0.645021645021645
855,Switzerland,2022,1,1,0.6493506493506493
856,Switzerland,2023,1,1,0.6406926406926406
857,Syria,2017,1,1,0.5021645021645021
858,Syria,2018,1,0,0.4588744588744589
859,Syria,2019,1,0,0.47619047619047616
860,Syria,2020,1,0,0.44155844155844154
861,Syria,2021,1,1,0.5108225108225108
862,Syria,2022,1,1,0.5064935064935064
863,Syria,2023,1,1,0.5021645021645021
864,Tajikistan,2018,0,0,0.4199134199134199
865,Tajikistan,2019,0,0,0.47619047619047616
866,Tajikistan,2020,0,1,0.5757575757575758
867,Tajikistan,2021,0,1,0.6060606060606061
868,Tajikistan,2022,0,1,0.6623376623376623
869,Tajikistan,2023,0,1,0.6753246753246753
870,Tanzania,2017,0,0,0.0735930735930736
871,Tanzania,2018,0,0,0.10822510822510822
872,Tanzania,2019,0,0,0.13852813852813853
873,Tanzania,2020,0,0,0.1645021645021645
874,Tanzania,2021,0,0,0.22077922077922077
875,Tanzania,2022,0,0,0.22077922077922077
876,Tanzania,2023,0,0,0.21645021645021645
877,Thailand,2017,1,1,0.9696969696969697
878,Thailand,2018,1,1,0.9523809523809523
879,Thailand,2019,1,1,0.9523809523809523
880,Thailand,2020,1,1,0.948051948051948
881,Thailand,2021,1,1,0.935064935064935
882,Thailand,2022,1,1,0.9264069264069265
883,Thailand,2023,1,1,0.9004329004329005
884,Togo,2017,1,0,0.047619047619047616
885,Togo,2018,0,0,0.1038961038961039
886,Togo,2019,0,0,0.12121212121212122
887,Togo,2020,0,0,0.15151515151515152
888,Togo,2021,0,0,0.18181818181818182
889,Togo,2022,0,0,0.1471861471861472
890,Togo,2023,0,0,0.14285714285714285
891,Trinidad and Tobago,2018,1,1,0.6363636363636364
892,Trinidad and Tobago,2019,1,1,0.6406926406926406
893,Trinidad and Tobago,2020,1,1,0.6406926406926406
894,Trinidad and Tobago,2021,1,1,0.645021645021645
895,Trinidad and Tobago,2022,1,1,0.6536796536796536
896,Trinidad and Tobago,2023,1,1,0.645021645021645
897,Tunisia,2017,1,1,0.9783549783549783
898,Tunisia,2018,1,1,0.9653679653679653
899,Tunisia,2019,1,1,0.935064935064935
900,Tunisia,2020,1,1,0.9047619047619048
901,Tunisia,2021,1,1,0.8961038961038961
902,Tunisia,2022,1,1,0.8787878787878788
903,Tunisia,2023,1,1,0.8701298701298701
904,Turkey,2017,1,1,0.948051948051948
905,Turkey,2018,1,1,0.948051948051948
906,Turkey,2019,1,1,0.9437229437229437
907,Turkey,2020,1,1,0.935064935064935
908,Turkey,2021,1,1,0.922077922077922
909,Turkey,2022,1,1,0.9004329004329005
910,Turkey,2023,1,1,0.8961038961038961
911,Turkmenistan,2018,0,1,0.5281385281385281
912,Turkmenistan,2019,0,1,0.5714285714285714
913,Turkmenistan,2020,0,1,0.6363636363636364
914,Turkmenistan,2021,0,1,0.683982683982684
915,Turkmenistan,2022,0,1,0.7186147186147186
916,Turkmenistan,2023,0,1,0.7878787878787878
917,Uganda,2017,1,1,0.8441558441558441
918,Uganda,2018,1,1,0.7965367965367965
919,Uganda,2019,1,1,0.7835497835497836
920,Uganda,2020,1,1,0.7575757575757576
921,Uganda,2021,1,1,0.7835497835497836
922,Uganda,2022,1,1,0.8225108225108225
923,Uganda,2023,1,1,0.8138528138528138
924,Ukraine,2018,1,1,0.8051948051948052
925,Ukraine,2019,1,1,0.8095238095238095
926,Ukraine,2020,1,1,0.7965367965367965
927,Ukraine,2021,1,1,0.7705627705627706
928,Ukraine,2022,1,1,0.7835497835497836
929,Ukraine,2023,1,1,0.7878787878787878
930,United Arab Emirates,2017,0,0,0.37662337662337664
931,United Arab Emirates,2018,0,0,0.37662337662337664
932,United Arab Emirates,2019,0,0,0.37662337662337664
933,United Arab Emirates,2020,0,0,0.38095238095238093
934,United Arab Emirates,2021,0,0,0.38095238095238093
935,United Arab Emirates,2022,0,0,0.38095238095238093
936,United Arab Emirates,2023,0,0,0.41125541125541126
937,United Kingdom,2020,1,1,0.7922077922077922
938,United Kingdom,2021,1,1,0.7965367965367965
939,United Kingdom,2022,1,1,0.7792207792207793
940,United Kingdom,2023,1,1,0.7792207792207793
941,United States of America,2020,1,1,0.7662337662337663
942,United States of America,2021,1,1,0.7705627705627706
943,United States of America,2022,1,1,0.7575757575757576
944,United States of America,2023,1,1,0.7489177489177489
945,Uruguay,2018,1,1,0.5800865800865801
946,Uruguay,2019,1,1,0.6017316017316018
947,Uruguay,2020,1,1,0.6060606060606061
948,Uruguay,2021,1,1,0.6103896103896104
949,Uruguay,2022,1,1,0.6147186147186147
950,Uruguay,2023,1,1,0.6190476190476191
951,Uzbekistan,2018,0,1,0.8225108225108225
952,Uzbekistan,2019,1,1,0.8614718614718615
953,Uzbekistan,2020,1,1,0.8961038961038961
954,Uzbekistan,2021,1,1,0.9307359307359307
955,Uzbekistan,2022,1,1,0.9264069264069265
956,Uzbekistan,2023,1,1,0.9090909090909091
957,Venezuela,2018,1,1,0.5757575757575758
958,Venezuela,2019,1,1,0.6277056277056277
959,Venezuela,2020,1,1,0.6277056277056277
960,Venezuela,2021,1,1,0.6277056277056277
961,Venezuela,2022,1,0,0.49783549783549785
962,Venezuela,2023,1,0,0.4805194805194805
963,Vietnam,2017,1,1,0.8311688311688312
964,Vietnam,2018,1,1,0.8441558441558441
965,Vietnam,2019,0,1,0.8831168831168831
966,Vietnam,2020,0,1,0.8701298701298701
967,Vietnam,2021,0,1,0.8528138528138528
968,Vietnam,2022,0,1,0.8225108225108225
969,Vietnam,2023,0,1,0.8311688311688312
970,Yemen (North Yemen),2017,1,1,0.7748917748917749
971,Yemen (North Yemen),2018,1,1,0.7402597402597403
972,Yemen (North Yemen),2019,1,1,0.7142857142857143
973,Yemen (North Yemen),2020,1,1,0.7012987012987013
974,Yemen (North Yemen),2021,1,1,0.6796536796536796
975,Yemen (North Yemen),2022,1,1,0.696969696969697
976,Yemen (North Yemen),2023,1,1,0.6926406926406926
977,Zambia,2017,0,0,0.27705627705627706
978,Zambia,2018,0,0,0.2943722943722944
979,Zambia,2019,0,0,0.2683982683982684
980,Zambia,2020,0,0,0.2510822510822511
981,Zambia,2021,1,0,0.30735930735930733
982,Zambia,2022,1,0,0.3333333333333333
983,Zambia,2023,0,0,0.2987012987012987
984,Zimbabwe,2017,1,1,0.8008658008658008
985,Zimbabwe,2018,1,1,0.7792207792207793
986,Zimbabwe,2019,1,1,0.6277056277056277
987,Zimbabwe,2020,1,1,0.5497835497835498
988,Zimbabwe,2021,1,1,0.5108225108225108
989,Zimbabwe,2022,1,0,0.4458874458874459
990,Zimbabwe,2023,1,0,0.41125541125541126
991,eSwatini,2017,0,0,0.08658008658008658
992,eSwatini,2018,0,0,0.0735930735930736
993,eSwatini,2019,0,0,0.07792207792207792
994,eSwatini,2020,0,0,0.08225108225108226
995,eSwatini,2021,1,0,0.10822510822510822
996,eSwatini,2022,1,0,0.16017316017316016
997,eSwatini,2023,1,0,0.17316017316017315
