,country,year,d_osv,preds,preds_proba
467,Sweden,2022,0,0,0.11825396825396825
468,Sweden,2023,0,0,0.05944444444444443
469,Norway,2017,0,0,0.0077304964539007094
470,Norway,2018,0,0,0.0077304964539007094
471,Norway,2019,0,0,0.0077304964539007094
472,Norway,2020,0,0,0.00015313935681470137
473,Norway,2021,0,0,0.0077304964539007094
474,Norway,2022,0,0,0.00015313935681470137
475,Norway,2023,0,0,0.00015313935681470137
476,Denmark,2017,0,0,0.08523809523809522
477,Denmark,2018,0,0,0.0
478,Denmark,2019,0,0,0.0
479,Denmark,2020,0,0,0.0
480,Denmark,2021,0,0,0.0
481,Denmark,2022,0,0,0.0
482,Denmark,2023,0,0,0.0
483,Iceland,2017,0,0,0.00015313935681470137
484,Iceland,2018,0,0,0.00015313935681470137
485,Iceland,2019,0,0,0.00015313935681470137
486,Iceland,2020,0,0,0.00015313935681470137
487,Iceland,2021,0,0,0.00015313935681470137
488,Iceland,2022,0,0,0.00015313935681470137
489,Iceland,2023,0,0,0.00015313935681470137
490,Cabo Verde,2017,0,0,0.00015313935681470137
491,Cabo Verde,2018,0,0,0.00015313935681470137
492,Cabo Verde,2019,0,0,0.00015313935681470137
493,Cabo Verde,2020,0,0,0.00015313935681470137
494,Cabo Verde,2021,0,0,0.00015313935681470137
495,Cabo Verde,2022,0,0,0.00015313935681470137
496,Cabo Verde,2023,0,0,0.00015313935681470137
497,Guinea-Bissau,2017,0,0,0.00015313935681470137
498,Guinea-Bissau,2018,0,0,0.00015313935681470137
499,Guinea-Bissau,2019,0,0,0.16513046093691255
500,Guinea-Bissau,2020,0,0,0.14974584555229717
501,Guinea-Bissau,2021,0,0,0.00015313935681470137
502,Guinea-Bissau,2022,0,0,0.00015313935681470137
503,Guinea-Bissau,2023,0,0,0.038903139356814706
504,Equatorial Guinea,2017,0,0,0.16641251221896383
505,Equatorial Guinea,2018,0,0,0.16641251221896383
506,Equatorial Guinea,2019,0,0,0.16641251221896383
507,Equatorial Guinea,2020,0,0,0.16641251221896383
508,Equatorial Guinea,2021,0,0,0.16641251221896383
509,Equatorial Guinea,2022,0,0,0.16641251221896383
510,Equatorial Guinea,2023,0,0,0.16641251221896383
511,Gambia,2017,0,0,0.1374223602484472
512,Gambia,2018,0,0,0.0069526047786917355
513,Gambia,2019,0,0,0.25729913665506887
514,Gambia,2020,0,0,0.2090096618357488
515,Gambia,2021,0,0,0.27545026452669763
516,Gambia,2022,0,0,0.013988603037834526
517,Gambia,2023,0,0,0.013988603037834526
518,Mali,2017,1,1,0.9008193842871014
519,Mali,2018,1,1,0.8688960695066438
520,Mali,2019,1,1,0.8116194994583348
521,Mali,2020,1,1,0.7674167022555375
522,Mali,2021,1,1,0.8143309198294555
523,Mali,2022,1,1,0.9040527295512651
524,Mali,2023,1,1,0.9040527295512651
525,Senegal,2017,0,0,0.17917889190755046
526,Senegal,2018,1,0,0.11353614145876552
527,Senegal,2019,0,1,0.8116194994583348
528,Senegal,2020,0,0,0.23240849875930522
529,Senegal,2021,0,0,0.09312540090477879
530,Senegal,2022,0,0,0.13538905318562344
531,Senegal,2023,0,0,0.1630623695410281
532,Benin,2017,0,0,0.16641251221896383
533,Benin,2018,0,0,0.1545077503142019
534,Benin,2019,1,0,0.1545077503142019
535,Benin,2020,0,1,0.7674167022555375
536,Benin,2021,0,0,0.23240849875930522
537,Benin,2022,0,0,0.09312540090477879
538,Benin,2023,1,0,0.13538905318562344
539,Mauritania,2017,0,0,0.17917889190755046
540,Mauritania,2018,0,0,0.11353614145876552
541,Mauritania,2019,0,0,0.14684939495532717
542,Mauritania,2020,0,0,0.133296807767396
543,Mauritania,2021,0,0,0.04480177339000868
544,Mauritania,2022,0,0,0.028938475599000046
545,Mauritania,2023,0,0,0.03321197987250432
546,Niger,2017,1,1,0.9008193842871014
547,Niger,2018,1,1,0.8688960695066438
548,Niger,2019,1,1,0.8116194994583348
549,Niger,2020,1,1,0.7674167022555375
550,Niger,2021,1,1,0.8143309198294555
551,Niger,2022,1,1,0.9040527295512651
552,Niger,2023,1,1,0.9040527295512651
553,Ivory Coast,2017,0,1,0.9008193842871014
554,Ivory Coast,2018,0,0,0.2468224181732246
555,Ivory Coast,2019,0,0,0.09312540090477879
556,Ivory Coast,2020,1,0,0.13538905318562344
557,Ivory Coast,2021,0,1,0.8143309198294555
558,Ivory Coast,2022,0,0,0.23240849875930522
559,Ivory Coast,2023,0,0,0.09312540090477879
560,Guinea,2017,0,0,0.285155751506558
561,Guinea,2018,0,0,0.09312540090477879
562,Guinea,2019,1,0,0.13538905318562344
563,Guinea,2020,0,1,0.9040527295512651
564,Guinea,2021,0,0,0.23240849875930522
565,Guinea,2022,0,0,0.09312540090477879
566,Guinea,2023,0,0,0.247965365761936
567,Burkina Faso,2017,1,1,0.9008193842871014
568,Burkina Faso,2018,1,1,0.8688960695066438
569,Burkina Faso,2019,1,1,0.8116194994583348
570,Burkina Faso,2020,1,1,0.7674167022555375
571,Burkina Faso,2021,1,1,0.8143309198294555
572,Burkina Faso,2022,1,1,0.9040527295512651
573,Burkina Faso,2023,1,1,0.9040527295512651
574,Liberia,2017,0,0,0.015567545185635866
575,Liberia,2018,0,0,0.00628936953884641
576,Liberia,2019,1,0,0.003725266974743846
577,Liberia,2020,1,1,0.8838623725671919
578,Liberia,2021,0,1,0.8381047968096162
579,Liberia,2022,0,0,0.2784407993966818
580,Liberia,2023,0,0,0.0875
581,Sierra Leone,2017,0,0,0.011397268809036637
582,Sierra Leone,2018,0,0,0.03853531594708378
583,Sierra Leone,2019,0,0,0.007519273166335114
584,Sierra Leone,2020,0,0,0.0913190132499723
585,Sierra Leone,2021,1,0,0.11238819563990939
586,Sierra Leone,2022,0,1,0.9471758526743883
587,Sierra Leone,2023,0,0,0.4134643832846657
588,Ghana,2017,0,0,0.18784108364753524
589,Ghana,2018,0,0,0.1545077503142019
590,Ghana,2019,0,0,0.1545077503142019
591,Ghana,2020,0,0,0.1545077503142019
592,Ghana,2021,0,0,0.1545077503142019
593,Ghana,2022,0,0,0.1545077503142019
594,Ghana,2023,0,0,0.1545077503142019
595,Togo,2017,0,0,0.017872545210780504
596,Togo,2018,0,0,0.27569416714895423
597,Togo,2019,1,0,0.16218243694367565
598,Togo,2020,0,1,0.7674167022555375
599,Togo,2021,0,0,0.23240849875930522
