,country,year,d_ns,preds,preds_proba
526,Senegal,2018,0,0,0.06503366924682898
527,Senegal,2019,0,0,0.10375244801943005
528,Senegal,2020,0,0,0.09943991986549527
529,Senegal,2021,0,0,0.10012180726532875
530,Senegal,2022,0,0,0.14140021077664805
531,Senegal,2023,0,0,0.16603104966072801
532,Benin,2017,0,0,0.0418736651694111
533,Benin,2018,0,0,0.06171402863053597
534,Benin,2019,0,0,0.08808360300895991
535,Benin,2020,0,0,0.0727827924192373
536,Benin,2021,0,0,0.07507606485238982
537,Benin,2022,0,0,0.08220914754191319
538,Benin,2023,0,0,0.12968726470054864
539,Mauritania,2017,0,0,0.019770602401035592
540,Mauritania,2018,0,0,0.03436183712501368
541,Mauritania,2019,0,0,0.040168010230992535
542,Mauritania,2020,0,0,0.0397992786675707
543,Mauritania,2021,0,0,0.04084333674962456
544,Mauritania,2022,0,0,0.044325508122726835
545,Mauritania,2023,0,0,0.07509495990987773
546,Niger,2017,1,0,0.3452005733330563
547,Niger,2018,1,0,0.33332214939711036
548,Niger,2019,0,0,0.32947680594999695
549,Niger,2020,0,0,0.32172817552437544
550,Niger,2021,1,0,0.3345793485262965
551,Niger,2022,1,0,0.2752723169650833
552,Niger,2023,1,0,0.30410340407074526
553,Ivory Coast,2017,0,1,0.5217404956082728
554,Ivory Coast,2018,0,0,0.4666862393925123
555,Ivory Coast,2019,0,0,0.4566707773738759
556,Ivory Coast,2020,0,0,0.42590712018356536
557,Ivory Coast,2021,0,0,0.3881255433533159
558,Ivory Coast,2022,0,0,0.37654210466810745
559,Ivory Coast,2023,0,0,0.3779502386656988
560,Guinea,2017,0,0,0.08360761447243749
561,Guinea,2018,0,0,0.07946728577458669
562,Guinea,2019,0,0,0.09003044279587
563,Guinea,2020,1,0,0.09783951686916749
564,Guinea,2021,1,0,0.09119834083745271
565,Guinea,2022,0,0,0.09877304133920417
566,Guinea,2023,0,0,0.1427545415821896
567,Burkina Faso,2017,1,0,0.07194367238895899
