,0,1,2,3
0,-0.11285228900924592,0.09372354226548021,-0.034507477019470496,0.387610675361225
1,0.5165797395515961,0.03279459108848482,0.016062118039472176,0.207738244376565
2,0.5165797395515961,0.03279459108848482,0.016062118039472176,0.207738244376565
3,0.5165797395515961,0.03279459108848482,0.016062118039472176,0.207738244376565
4,0.5165797395515961,0.03279459108848482,0.016062118039472176,0.207738244376565
5,0.5165797395515961,0.03279459108848482,0.016062118039472176,0.207738244376565
6,0.5165797395515961,0.03279459108848482,0.016062118039472176,0.207738244376565
7,-0.09459823475025289,0.12365390829569639,0.019885053461302867,0.4539363057435752
8,0.5155110128461318,0.03278670331857693,0.01606428330964297,0.20621239640494615
9,0.5155110128461318,0.03278670331857693,0.01606428330964297,0.20621239640494615
10,0.5155110128461318,0.03278670331857693,0.01606428330964297,0.20621239640494615
11,0.5155110128461318,0.03278670331857693,0.01606428330964297,0.20621239640494615
12,0.5155110128461318,0.03278670331857693,0.01606428330964297,0.20621239640494615
13,-0.09476937055986517,0.019921008339889367,-0.029981931347281655,-0.02227692847300117
14,-0.10185276099675612,-0.006897490171706124,-0.031918610166653046,-0.08227127679041607
15,-0.10282659129622794,-0.01887042842969974,-0.028449267851613568,-0.07593253949648601
16,-0.10347223129202777,-0.023598897976551843,-0.028126550213420917,-0.07120308914725237
17,-0.10643792840511195,-0.04454833097863326,-0.026460305465549876,-0.04857326132972693
18,-0.1052981140934557,-0.04245664682028282,-0.026713695909367476,-0.04943963109282446
19,-0.09176585157982796,0.029248827288693862,-0.021955175060661965,0.03875255921636173
20,0.3658226139759557,0.040138427930028135,-0.20479315491932568,-0.22911333101521397
21,-0.08621673399059714,0.09179238356622776,-0.05993369243700134,-0.062357972995767924
22,-0.0901526088370881,0.03136517688630239,-0.05294504298260534,-0.10052114812226626
23,-0.09115750348951625,0.029189909080553165,-0.03703481832155439,-0.1254109859135923
24,-0.09458928240544708,0.05633700758603544,-0.039217495427041,-0.11743297065520168
25,-0.0995169756374671,0.04449241286815264,-0.047645472335574944,-0.11052684974098337
26,-0.09747004818107015,0.056654752540038045,-0.045992503225353344,-0.10797733428393189
27,-0.06619125730610516,0.2010528938891261,-0.03026805229716947,0.1793280053277673
28,0.5136107672434168,0.08671463858391187,0.09395655356191378,0.07838111056983052
29,0.5621388370134511,0.06198071529604349,0.09238806239767443,0.05213759347030204
30,0.42181209256024843,0.0629320072252203,0.0323186895128708,-0.13910439673827413
31,0.5248482373747361,0.050201241297440066,0.03826206274539048,-0.019180748100576944
32,0.5749567549224482,0.03871050573183479,0.022590657605851702,0.016757548115269704
33,0.6495729423811373,0.02922123104339989,0.018510774720733248,0.06867040575298695
34,0.577337669032375,0.034215128510045344,0.007021474215233586,-0.03283089883660811
35,0.6339853206573417,0.03406609754045918,0.016074875751490723,0.07911450788921487
36,0.627967663389991,0.03182618099090797,0.016688766186785668,0.09711662080302169
37,0.6287166380152704,0.03235771944949179,0.016192029376565432,0.09633284452937825
38,0.5788921380979166,0.029044050721132846,0.015431485410620723,0.15023155714103398
39,0.5440679664283382,0.02642045432360037,0.014770313474023977,0.1883404971447384
40,-0.08549329982523668,0.022827206408389034,-0.028803261677261962,0.07514871803343685
41,0.41900632974325974,0.030372886358993673,-0.23469376769598818,-0.203235202564968
42,-0.09718250651900483,0.05060217556152531,-0.05349538147545252,-0.10150189452760196
43,-0.09843072105193368,0.03719374070539916,-0.04870768909897716,-0.104396023956109
