,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.40566936068353476,0.006234169978705646,-0.00023997965496058238,0.019401383324990706,0.01864550260136163,0.00544291546123773,-0.015130720824868256,0.01632360135974167,0.01914487702918226,0.010174767205198842,0.018028608471750005,0.0207281015523694,0.0,-0.0013320684445970146,0.0,-0.013391730150795826,0.0,0.0485927526486315,0.0,0.0063401289911370895,0.0,0.0407875071097931,0.0,-0.008878478153504782,0.0,0.004955739698867301,0.0,0.005592028810467351,0.0
1,0.4063387470040167,0.006163239748012317,-0.0002406037007129337,0.017114853907355617,0.016882024999498146,0.006298931073196608,-0.014246401788675808,0.015366954694068354,0.018205262135967185,0.015307395378108954,0.01855166675804869,0.020581127778750007,0.0,-0.001354475641573169,0.0,-0.012124023045812532,0.0,0.05326026021344699,0.0,0.006316688874286957,0.0,0.04078829206349632,0.0,-0.002050048997634134,0.0,0.004887577238633435,0.0,0.005612401693758841,0.0
2,0.4077255827475984,0.005775349764925827,-0.00022631019081147761,0.016210893080415643,0.01605325551262834,0.005881562218569243,-0.009223421619577232,0.014987736089332432,0.018898220299849472,0.01285474075142751,0.018799173435317826,0.019804545307459866,0.0,-0.0011750079021725951,0.0,-0.011964552251729849,0.0,0.05469377907174143,0.0,0.006329311966029042,0.0,0.041597512930716285,0.0,-0.00020600641819115413,0.0,0.005019321211311112,0.0,0.00562223535881827,0.0
3,0.4068487636354122,0.006068741014877919,-0.00023154162326125008,0.013962817116903822,0.013131761945977283,0.0061660709455490115,-0.010398484750858602,0.016662857792400794,0.019301278140622494,0.011003747293638948,0.018153352483584538,0.02001015497607245,0.0,-0.0010308076157228025,0.0,-0.012760990998253568,0.0,0.05379231614672115,0.0,0.0061822906291147395,0.0,0.042218312144008896,0.0,0.004761825008936545,0.0,0.005262552007601984,0.0,0.00539218367911909,0.0
4,0.4093637333436178,0.006684874217683862,-0.0002274508586645211,0.013537035528952492,0.01229783609022285,0.007353342174369555,-0.011059324090631378,0.015796259336186117,0.020191130688208818,0.005202510494446192,0.01689853528753164,0.02115477566122972,0.0,-0.001071923650217421,0.0,-0.013038726910205885,0.0,0.054687388047715155,0.0,0.006403947933380239,0.0,0.043570374804669194,0.0,0.008118848723587462,0.0,0.005831542528305709,0.0,0.005244488086473354,0.0
5,0.408426386614895,0.00681059961582783,-0.0002256357069964153,0.013844230960928261,0.012651606265168059,0.007237183304506679,-0.009985967556271097,0.016339948474296356,0.019210482491538377,0.005567914324395915,0.014031642865694438,0.02139018631160467,0.0,-0.000982549344459889,0.0,-0.01318752344068252,0.0,0.05496525924890076,0.0,0.006441688664429078,0.0,0.042648773583339926,0.0,0.008436828209360505,0.0,0.00623930756236769,0.0,0.005391882179986735,0.0
6,0.41161280371188863,0.006927067865507943,-0.00024672014724102425,0.013635301173251731,0.012853417491373137,0.006756782938679096,-0.013755843405461361,0.018019900922367334,0.01702842215369037,0.007573274625247247,0.013725681643629186,0.022015546143677872,0.0,-0.0011897228223289606,0.0,-0.013142900175667199,0.0,0.05382873349050851,0.0,0.006499390466750996,0.0,0.04187190487609363,0.0,0.011880797049766753,0.0,0.006682523832007379,0.0,0.005267934490280574,0.0
7,0.41082551717511084,0.007334751127631137,-0.0002604886633106273,0.014626017743056139,0.013518255156252273,0.006249621858022734,-0.015774766064212898,0.018362025390642762,0.015830949975045354,0.00916893224497228,0.013002118134689796,0.022331282862846212,0.0,-0.0011558371704691144,0.0,-0.013368430892845671,0.0,0.05433414520474825,0.0,0.0066161685144915895,0.0,0.03943344653036635,0.0,0.01098495771940659,0.0,0.006653133288325692,0.0,0.0053157573725159425,0.0
8,0.410878428733721,0.0075673790199427575,-0.00026307960806403044,0.01537453797036664,0.014585707785810953,0.00867269201464967,-0.01555291891970662,0.01719226233433661,0.018550248515734093,-0.0012187805525072449,0.008942121656225772,0.0237539389246177,0.0,-0.0011108806619164351,0.0,-0.01483081451356279,0.0,0.04744652684143505,0.0,0.006718791331126164,0.0,0.03984879209605453,0.0,0.005157629428388874,0.0,0.006683550862943069,0.0,0.005753842935129434,0.0
9,0.4098746819713655,0.008294040976038088,-0.0002627941213082767,0.015215244089057644,0.015650739542329106,0.01033362984803638,-0.017538969885532437,0.016386492391934692,0.02017089675351873,-0.00017923660746458709,0.006785769561739138,0.02457952787610484,0.0,-0.001118366539156816,0.0,-0.014973593532864172,0.0,0.044484517611618396,0.0,0.0060927243645621555,0.0,0.0396057740853776,0.0,0.003937322834174345,0.0,0.007220293905759828,0.0,0.005521031438649776,0.0
