,country,year,d_osv,preds,preds_proba
236,Switzerland,2022,0,0,0.001659181636726547
237,Switzerland,2023,0,0,0.002162341982701264
238,Spain,2017,1,0,0.019097519247219846
239,Spain,2018,0,0,0.024574066153407462
240,Spain,2019,0,0,0.10647395684820836
241,Spain,2020,0,0,0.18047060640623522
242,Spain,2021,0,0,0.18798860612109122
243,Spain,2022,0,0,0.18788880572188965
244,Spain,2023,0,0,0.23071179070430559
245,Portugal,2017,0,0,0.001122754491017964
246,Portugal,2018,0,0,0.001122754491017964
247,Portugal,2019,0,0,0.004765469061876248
248,Portugal,2020,0,0,0.022972210341222314
249,Portugal,2021,0,0,0.009156686626746508
250,Portugal,2022,0,0,0.004765469061876248
251,Portugal,2023,0,0,0.005888223552894212
252,Germany,2017,0,0,0.06673765564109872
253,Germany,2018,0,0,0.05160957846212338
254,Germany,2019,0,0,0.05480319123657447
255,Germany,2020,0,0,0.028987560593099516
256,Germany,2021,0,0,0.028301432848588534
257,Germany,2022,0,0,0.03602378576180971
258,Germany,2023,0,0,0.04629253397965972
259,Poland,2017,0,0,0.0
260,Poland,2018,0,0,0.0
261,Poland,2019,0,0,0.007852152837182777
262,Poland,2020,0,0,0.0
263,Poland,2021,0,0,0.00037425149700598805
264,Poland,2022,0,0,0.00037425149700598805
265,Poland,2023,0,0,0.000998003992015968
266,Austria,2017,0,0,0.0
267,Austria,2018,0,0,0.0
268,Austria,2019,0,0,0.0
269,Austria,2020,1,0,0.0005988023952095808
270,Austria,2021,0,0,0.0
271,Austria,2022,0,0,0.00037425149700598805
272,Austria,2023,0,0,0.0008732534930139719
273,Hungary,2017,0,0,0.0
274,Hungary,2018,0,0,0.0
275,Hungary,2019,0,0,0.0
276,Hungary,2020,0,0,0.0
277,Hungary,2021,0,0,0.0
278,Hungary,2022,0,0,0.0
279,Hungary,2023,0,0,0.00037425149700598805
280,Czechia,2017,0,0,0.001309880239520958
281,Czechia,2018,0,0,0.025441973196464216
282,Czechia,2019,0,0,0.10477527088679785
283,Czechia,2020,0,0,0.10440101938979185
284,Czechia,2021,0,0,0.10440101938979185
285,Czechia,2022,0,0,0.0675390290846878
286,Czechia,2023,0,0,0.021269960079840323
287,Slovakia,2017,0,0,0.015075206729398345
288,Slovakia,2018,0,0,0.02370615911035073
289,Slovakia,2019,0,0,0.028943897918448817
290,Slovakia,2020,0,0,0.02669838893641289
291,Slovakia,2021,0,0,0.031098517251211863
292,Slovakia,2022,0,0,0.03635764185913886
293,Slovakia,2023,0,0,0.044129597946963195
294,Italy,2017,0,0,0.015057088204543293
295,Italy,2018,0,0,0.03961214475810283
296,Italy,2019,0,0,0.039191214640316434
297,Italy,2020,0,0,0.040563470129338385
298,Italy,2021,0,0,0.04031396913133439
299,Italy,2022,0,0,0.04031396913133439
300,Italy,2023,0,0,0.03993971763432841
301,Malta,2017,0,0,0.0032310379241516965
302,Malta,2018,0,0,0.0032310379241516965
303,Malta,2019,0,0,0.0075474051896207575
304,Malta,2020,0,0,0.009044411177644708
305,Malta,2021,0,0,0.007921656686626746
306,Malta,2022,0,0,0.007921656686626746
307,Malta,2023,0,0,0.03865305104077558
308,Albania,2017,0,0,0.0
309,Albania,2018,0,0,0.0
310,Albania,2019,0,0,0.000499001996007984
311,Albania,2020,0,0,0.000499001996007984
312,Albania,2021,0,0,0.000499001996007984
313,Albania,2022,0,0,0.000499001996007984
314,Albania,2023,0,0,0.0008732534930139719
315,Serbia,2017,0,0,0.004879526660963788
316,Serbia,2018,0,0,0.007387011690903908
317,Serbia,2019,0,0,0.022756273167949814
318,Serbia,2020,0,0,0.008067792985457655
319,Serbia,2021,0,0,0.015310450527516397
320,Serbia,2022,0,0,0.016336968919304248
321,Serbia,2023,0,0,0.018083475905332193
322,Montenegro,2017,0,0,0.014149676836802584
323,Montenegro,2018,0,0,0.03342244083262047
324,Montenegro,2019,0,0,0.036220416310236675
325,Montenegro,2020,0,0,0.04061163387510694
326,Montenegro,2021,0,0,0.04263259195893927
327,Montenegro,2022,0,0,0.0450028514399772
328,Montenegro,2023,0,0,0.043231394354148855
329,North Macedonia,2017,0,0,0.00037425149700598805
330,North Macedonia,2018,0,0,0.00037425149700598805
331,North Macedonia,2019,0,0,0.0025199600798403196
332,North Macedonia,2020,0,0,0.015763116623895065
333,North Macedonia,2021,0,0,0.0392037353863701
334,North Macedonia,2022,0,0,0.028001140575990877
335,North Macedonia,2023,0,0,0.026566509837467923
336,Croatia,2017,0,0,0.0026738190286094477
337,Croatia,2018,0,0,0.0026738190286094477
338,Croatia,2019,0,0,0.003572022621423819
339,Croatia,2020,0,0,0.003572022621423819
340,Croatia,2021,0,0,0.015248669328010646
341,Croatia,2022,0,0,0.016389245318886036
342,Croatia,2023,0,0,0.01724467731204258
343,Bosnia-Herzegovina,2017,0,0,0.04208814513829485
344,Bosnia-Herzegovina,2018,0,0,0.060903490637772076
345,Bosnia-Herzegovina,2019,0,0,0.06252524712479803
346,Bosnia-Herzegovina,2020,0,0,0.06405967826252258
347,Bosnia-Herzegovina,2021,0,0,0.06368542676551658
348,Bosnia-Herzegovina,2022,0,0,0.06281217327250262
349,Bosnia-Herzegovina,2023,0,0,0.06281217327250262
350,Slovenia,2017,0,0,0.04147657066818741
351,Slovenia,2018,0,0,0.033130762284953895
352,Slovenia,2019,0,0,0.026993037734055696
353,Slovenia,2020,0,0,0.01631439501948484
354,Slovenia,2021,0,0,0.016688646516490824
355,Slovenia,2022,0,0,0.03561864366505084
356,Slovenia,2023,0,0,0.10921341840129264
357,Greece,2017,0,0,0.012358022051135826
358,Greece,2018,0,0,0.012732273548141814
359,Greece,2019,0,0,0.012358022051135826
360,Greece,2020,0,0,0.0163749881190001
361,Greece,2021,0,0,0.03582923438836612
362,Greece,2022,0,0,0.03770049187339606
363,Greece,2023,0,0,0.03770049187339606
364,Cyprus,2017,0,0,0.0009356287425149701
365,Cyprus,2018,0,0,0.001309880239520958
366,Cyprus,2019,0,0,0.0016841317365269462
367,Cyprus,2020,0,0,0.0016841317365269462
368,Cyprus,2021,0,0,0.001309880239520958
369,Cyprus,2022,0,0,0.001309880239520958
370,Cyprus,2023,0,0,0.001434630738522954
371,Bulgaria,2017,0,0,0.030182492158540058
372,Bulgaria,2018,0,0,0.10477527088679785
373,Bulgaria,2019,0,0,0.19452969061876246
374,Bulgaria,2020,0,0,0.19452969061876246
375,Bulgaria,2021,0,0,0.1925336826347305
376,Bulgaria,2022,0,0,0.10625148512498811
377,Bulgaria,2023,0,0,0.06976374631689007
378,Moldova,2017,0,0,0.04584224408326203
379,Moldova,2018,0,0,0.14606995424734937
380,Moldova,2019,0,0,0.11269563146434404
381,Moldova,2020,0,0,0.11242830896648262
382,Moldova,2021,0,0,0.12280755048344867
383,Moldova,2022,0,0,0.1434605896432243
384,Moldova,2023,0,0,0.05318321689953425
385,Romania,2017,0,0,0.01267672987358616
386,Romania,2018,0,0,0.02888181969394544
387,Romania,2019,0,0,0.051129289040965704
388,Romania,2020,0,0,0.06064678003300758
389,Romania,2021,0,0,0.03365700957392574
390,Romania,2022,0,0,0.035413021359877644
391,Romania,2023,0,0,0.03566252235788164
392,Russia (Soviet Union),2017,0,1,0.89852378576181
393,Russia (Soviet Union),2018,1,1,0.8832489782340083
394,Russia (Soviet Union),2019,0,1,0.8176750665335999
395,Russia (Soviet Union),2020,1,1,0.8431506035547955
396,Russia (Soviet Union),2021,0,1,0.8460697652314423
397,Russia (Soviet Union),2022,0,1,0.8945644425434843
398,Russia (Soviet Union),2023,0,1,0.8951062161391499
399,Estonia,2017,0,0,0.0
400,Estonia,2018,0,0,0.00037425149700598805
401,Estonia,2019,0,0,0.020895708582834335
402,Estonia,2020,0,0,0.023016467065868264
403,Estonia,2021,0,0,0.02609067579127459
404,Estonia,2022,0,0,0.028141930424864552
405,Estonia,2023,0,0,0.02434416880524665
406,Latvia,2017,0,0,0.0460115483319076
407,Latvia,2018,0,0,0.08662752957288887
408,Latvia,2019,0,0,0.10092928320847484
409,Latvia,2020,0,0,0.13537913350787592
410,Latvia,2021,0,0,0.10321410749928714
411,Latvia,2022,0,0,0.045893926432848564
412,Latvia,2023,0,0,0.025466923296264616
413,Lithuania,2017,0,0,0.0
414,Lithuania,2018,0,0,0.0007485029940119761
415,Lithuania,2019,0,0,0.008682634730538923
416,Lithuania,2020,0,0,0.001122754491017964
417,Lithuania,2021,0,0,0.0
418,Lithuania,2022,0,0,0.000561377245508982
419,Lithuania,2023,0,0,0.0
420,Ukraine,2017,0,0,0.027945002851439978
421,Ukraine,2018,0,0,0.028044803250641574
422,Ukraine,2019,0,0,0.028044803250641574
423,Ukraine,2020,0,0,0.026447996863416024
424,Ukraine,2021,0,0,0.034257378100940976
425,Ukraine,2022,1,0,0.03968402480752781
426,Ukraine,2023,1,0,0.08689703925482369
427,Belarus,2017,0,0,0.022055294173557647
428,Belarus,2018,0,0,0.029262902765896777
429,Belarus,2019,0,0,0.03448994867408041
430,Belarus,2020,0,0,0.040035405379716754
431,Belarus,2021,0,0,0.04427692234578462
432,Belarus,2022,0,0,0.03944135538446915
433,Belarus,2023,0,0,0.03690892025472863
434,Armenia,2017,0,0,0.26536024271802733
435,Armenia,2018,0,0,0.22231330088740264
436,Armenia,2019,0,0,0.20851589569778198
437,Armenia,2020,0,0,0.2036755763365045
438,Armenia,2021,0,0,0.20292707334249252
439,Armenia,2022,0,0,0.1324101796407185
440,Armenia,2023,0,0,0.12065868263473051
441,Georgia,2017,0,0,0.0011976047904191617
442,Georgia,2018,0,0,0.0011976047904191617
443,Georgia,2019,0,0,0.0030189620758483034
444,Georgia,2020,0,0,0.008376996007984031
445,Georgia,2021,0,0,0.00875124750499002
446,Georgia,2022,0,0,0.00815244510978044
447,Georgia,2023,1,0,0.008601546906187623
448,Azerbaijan,2017,0,0,0.051526411462788704
449,Azerbaijan,2018,0,0,0.1339956990780344
450,Azerbaijan,2019,0,0,0.13384599847923204
451,Azerbaijan,2020,0,0,0.0781342077749263
452,Azerbaijan,2021,0,0,0.06479837943161297
453,Azerbaijan,2022,0,0,0.06524748122802017
454,Azerbaijan,2023,0,0,0.06618310997053514
455,Finland,2017,0,0,0.0
456,Finland,2018,0,0,0.0
457,Finland,2019,0,0,0.0
458,Finland,2020,0,0,0.0
459,Finland,2021,0,0,0.0
460,Finland,2022,0,0,0.0
461,Finland,2023,0,0,0.0
462,Sweden,2017,1,0,0.0036801397205588823
463,Sweden,2018,0,0,0.0033058882235528944
464,Sweden,2019,0,0,0.003555389221556886
465,Sweden,2020,0,0,0.003555389221556886
466,Sweden,2021,0,0,0.003555389221556886
467,Sweden,2022,0,0,0.004752994011976048
468,Sweden,2023,0,0,0.003555389221556886
469,Norway,2017,0,0,0.00037425149700598805
470,Norway,2018,0,0,0.00037425149700598805
471,Norway,2019,0,0,0.007141966067864271
472,Norway,2020,0,0,0.0016841317365269462
473,Norway,2021,0,0,0.001497005988023952
474,Norway,2022,0,0,0.002775698602794411
475,Norway,2023,0,0,0.00037425149700598805
476,Denmark,2017,0,0,0.0
477,Denmark,2018,0,0,0.0
478,Denmark,2019,0,0,0.0
479,Denmark,2020,0,0,0.00037425149700598805
480,Denmark,2021,0,0,0.0
481,Denmark,2022,0,0,0.0
482,Denmark,2023,0,0,0.0
483,Iceland,2017,0,0,0.0
484,Iceland,2018,0,0,0.016864485315084114
485,Iceland,2019,0,0,0.011416452808668378
486,Iceland,2020,0,0,0.024292486455660105
487,Iceland,2021,0,0,0.03894443256344454
488,Iceland,2022,0,0,0.029324386940404908
489,Iceland,2023,0,0,0.028451133447390937
490,Cabo Verde,2017,0,0,0.00792522098659823
491,Cabo Verde,2018,0,0,0.009983604220131165
492,Cabo Verde,2019,0,0,0.010183205018534359
493,Cabo Verde,2020,0,0,0.010183205018534359
494,Cabo Verde,2021,0,0,0.009734103222127173
495,Cabo Verde,2022,0,0,0.009397276874821784
496,Cabo Verde,2023,0,0,0.009094311377245508
497,Guinea-Bissau,2017,0,0,0.020207204638342365
498,Guinea-Bissau,2018,0,0,0.04274070905807433
499,Guinea-Bissau,2019,0,0,0.07935854481513163
500,Guinea-Bissau,2020,0,0,0.0840705493774356
501,Guinea-Bissau,2021,0,0,0.09080172987358617
502,Guinea-Bissau,2022,0,0,0.072094501473244
503,Guinea-Bissau,2023,0,0,0.07686620806007034
504,Equatorial Guinea,2017,0,0,0.03314620758483034
505,Equatorial Guinea,2018,0,0,0.073704376960365
506,Equatorial Guinea,2019,0,0,0.07985635871114911
507,Equatorial Guinea,2020,0,0,0.08083149177834804
508,Equatorial Guinea,2021,0,0,0.055213679783290566
509,Equatorial Guinea,2022,0,0,0.08174543769603648
510,Equatorial Guinea,2023,0,0,0.08008358283433137
511,Gambia,2017,0,0,0.10626930662484564
512,Gambia,2018,0,0,0.10218550993251593
513,Gambia,2019,0,0,0.1206729398346165
514,Gambia,2020,0,0,0.13269799686341605
515,Gambia,2021,0,0,0.2167581503659349
516,Gambia,2022,0,0,0.06591370829769035
517,Gambia,2023,0,0,0.04562749500998004
518,Mali,2017,1,1,0.9262133471152932
519,Mali,2018,1,1,0.9240640742324872
520,Mali,2019,1,1,0.9247502019769982
521,Mali,2020,1,1,0.9153939145518484
522,Mali,2021,1,1,0.8803238760574089
523,Mali,2022,1,1,0.828923997243608
524,Mali,2023,1,1,0.8129514779963881
525,Senegal,2017,0,0,0.12324933466400535
526,Senegal,2018,1,0,0.21871138675030882
527,Senegal,2019,0,0,0.1098933086208536
528,Senegal,2020,0,0,0.11833446202832432
529,Senegal,2021,0,0,0.07423426955612587
530,Senegal,2022,0,0,0.1664661747932706
531,Senegal,2023,0,0,0.1688560379241517
532,Benin,2017,0,0,0.04649094667807242
533,Benin,2018,0,0,0.08335056078319554
534,Benin,2019,1,0,0.1353637962170897
535,Benin,2020,0,0,0.12678512023571906
536,Benin,2021,0,0,0.11799971485600227
537,Benin,2022,0,0,0.12652017393783863
538,Benin,2023,1,0,0.19901506510787956
539,Mauritania,2017,0,0,0.15471348968729204
540,Mauritania,2018,0,0,0.20621465402528277
541,Mauritania,2019,0,0,0.22703880658596232
542,Mauritania,2020,0,0,0.2940921187927176
543,Mauritania,2021,0,0,0.3153850578064649
544,Mauritania,2022,0,0,0.31197224058376744
545,Mauritania,2023,0,0,0.2825420587396633
546,Niger,2017,1,1,0.7347207370972344
547,Niger,2018,1,1,0.720662246934702
548,Niger,2019,1,1,0.7196574113677409
549,Niger,2020,1,1,0.7065645494724838
550,Niger,2021,1,1,0.6521516490827869
551,Niger,2022,1,1,0.6012685937648516
552,Niger,2023,1,1,0.5384816676171468
553,Ivory Coast,2017,0,1,0.6979728043912179
554,Ivory Coast,2018,0,1,0.6069025639197794
555,Ivory Coast,2019,0,1,0.6172381427620947
556,Ivory Coast,2020,1,1,0.6355675553654595
557,Ivory Coast,2021,0,1,0.660480527041156
