,country,gw_codes,year,sb_fatalities,preds
522,Burkina Faso,439,2023,350,202.11160310793272
523,Burkina Faso,439,2023,376,201.9118650314704
524,Burkina Faso,439,2023,298,201.74217416336566
525,Burkina Faso,439,2023,425,218.85935910702267
526,Burkina Faso,439,2023,378,167.63494927121957
527,Burkina Faso,439,2023,51,219.0514713639238
528,Burundi,516,2022,0,0.77022748745567
529,Burundi,516,2022,0,0.77022748745567
530,Burundi,516,2022,0,0.77022748745567
531,Burundi,516,2022,0,0.77022748745567
532,Burundi,516,2022,0,0.77022748745567
533,Burundi,516,2022,10,32.08954625521728
534,Burundi,516,2022,0,18.013309174780606
535,Burundi,516,2022,0,16.90824314194513
536,Burundi,516,2022,0,0.77022748745567
537,Burundi,516,2022,0,0.77022748745567
538,Burundi,516,2022,0,0.77022748745567
539,Burundi,516,2022,0,0.77022748745567
540,Burundi,516,2023,0,30.842412518542243
541,Burundi,516,2023,0,17.78504640030073
542,Burundi,516,2023,0,16.221753515746318
543,Burundi,516,2023,0,0.6986312692554798
544,Burundi,516,2023,0,0.6986312692554798
545,Burundi,516,2023,0,0.6986312692554798
546,Burundi,516,2023,0,29.038837600523316
547,Burundi,516,2023,0,17.35633158962186
548,Burundi,516,2023,62,15.925868679719573
549,Burundi,516,2023,0,0.6986312692554798
550,Burundi,516,2023,0,0.6986312692554798
551,Burundi,516,2023,23,0.6986312692554798
552,Cabo Verde,402,2022,0,0.1072871941847655
553,Cabo Verde,402,2022,0,0.1072871941847655
554,Cabo Verde,402,2022,0,0.1072871941847655
555,Cabo Verde,402,2022,0,0.1072871941847655
556,Cabo Verde,402,2022,0,0.1072871941847655
557,Cabo Verde,402,2022,0,0.1072871941847655
558,Cabo Verde,402,2022,0,0.1072871941847655
559,Cabo Verde,402,2022,0,0.1072871941847655
560,Cabo Verde,402,2022,0,0.1072871941847655
561,Cabo Verde,402,2022,0,0.1072871941847655
562,Cabo Verde,402,2022,0,0.1072871941847655
563,Cabo Verde,402,2022,0,0.1072871941847655
564,Cabo Verde,402,2023,0,0.09122054744930763
565,Cabo Verde,402,2023,0,0.09122054744930763
566,Cabo Verde,402,2023,0,0.09122054744930763
567,Cabo Verde,402,2023,0,0.09122054744930763
568,Cabo Verde,402,2023,0,0.09122054744930763
569,Cabo Verde,402,2023,0,0.09122054744930763
570,Cabo Verde,402,2023,0,0.09122054744930763
571,Cabo Verde,402,2023,0,0.09122054744930763
572,Cabo Verde,402,2023,0,0.09122054744930763
573,Cabo Verde,402,2023,0,0.09122054744930763
574,Cabo Verde,402,2023,0,0.09122054744930763
575,Cabo Verde,402,2023,0,0.09122054744930763
576,Cambodia (Kampuchea),811,2022,0,0.13904638942533157
577,Cambodia (Kampuchea),811,2022,0,0.13904638942533157
578,Cambodia (Kampuchea),811,2022,0,0.13904638942533157
579,Cambodia (Kampuchea),811,2022,0,0.13904638942533157
580,Cambodia (Kampuchea),811,2022,0,0.13904638942533157
581,Cambodia (Kampuchea),811,2022,0,0.13904638942533157
582,Cambodia (Kampuchea),811,2022,0,0.13904638942533157
583,Cambodia (Kampuchea),811,2022,0,0.13904638942533157
584,Cambodia (Kampuchea),811,2022,0,0.13904638942533157
